Name,Year,Score,Genre,Genre Count,Language,Budget,Revenue,Profit,Budget_2024,Revenue_2024,Profit_2024,History,Crime,Fantasy,War,Science Fiction,Action,Drama,Animation,Western,Romance,Documentary,Adventure,Mystery,Thriller,TV Movie,Family,Music,Horror,Comedy
The Glass House,2001,59.0,"Drama,Thriller",2,English,22000000.0,22861785.0,861785.0,"35,477,639.75","36,867,371.47","1,389,731.72",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Switch,1991,60.0,"Fantasy,Comedy",2,English,10400000.0,15545943.0,5145943.0,"21,807,547.72","32,597,970.57","10,790,422.84",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Billy & Mandy's Big Boogey Adventure,2007,77.0,"Adventure,Comedy,Animation,TV Movie",4,English,122200000.0,419817708.4,297617708.4,"168,319,534.87","578,261,222.67","409,941,687.79",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Lord of Illusions,1995,60.0,"Horror,Fantasy",2,English,87600000.0,246215895.8,158615895.8,"164,160,905.51","461,404,388.20","297,243,482.68",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Legends of Oz: Dorothy's Return,2014,64.0,"Animation,Family,Fantasy",3,English,70000000.0,18662027.0,-51337973.0,"84,447,021.15","22,513,608.41","-61,933,412.74",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Last Night,2011,61.0,"Drama,Romance",2,English,7000000.0,7644937.0,644937.0,"8,887,587.30","9,706,435.00","818,847.70",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Welcome Home Roscoe Jenkins,2008,61.0,"Comedy,Drama",2,English,27500000.0,43607627.0,16107627.0,"36,478,184.23","57,844,620.06","21,366,435.83",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Milk Money,1994,64.0,"Comedy,Romance",2,English,38425000.0,18137661.0,-20287339.0,"74,048,501.18","34,952,937.20","-39,095,563.98",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Hell House LLC,2015,65.0,"Horror,Mystery,Thriller",3,English,28600000.0,506597404.6,477997404.6,"34,461,734.81","610,427,462.02","575,965,727.21",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Mulholland Falls,1996,59.0,"Drama,Mystery,Thriller,Crime",4,English,8810000.0,11526099.0,2716099.0,"16,036,277.57","20,980,218.25","4,943,940.69",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Kicking & Screaming,2005,58.0,"Family,Comedy",2,English,45000000.0,56070433.0,11070433.0,"65,805,299.54","81,994,036.42","16,188,736.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Compulsion,2016,48.0,"Thriller,Horror,Fantasy",3,English,117000000.0,904907413.0,787907413.0,"139,223,501.81","1,076,789,562.87","937,566,061.06",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Money Train,1995,59.0,"Action,Comedy,Crime",3,English,68000000.0,77224232.0,9224232.0,"127,430,839.90","144,716,893.29","17,286,053.40",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Pay the Ghost,2015,54.0,Horror,1,English,3280017.8,2160298.0,-1119719.7999999998,"3,952,276.35","2,603,063.52","-1,349,212.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jessabelle,2014,54.0,"Thriller,Horror",2,English,10000000.0,6998359.0,-3001641.0,"12,063,860.16","8,442,722.44","-3,621,137.73",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Son of Rambow,2007,67.0,Comedy,1,English,4913400.0,10871449.0,5958049.0,"6,767,767.62","14,974,445.49","8,206,677.88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Senna,2010,81.0,"Documentary,History",2,English,2069753.2,8212430.0,6142676.8,"2,710,822.75","10,756,085.34","8,045,262.60",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Metro,1997,57.0,"Action,Adventure,Comedy,Crime,Thriller",5,English,55000000.0,31987563.0,-23012437.0,"97,867,445.48","56,918,928.69","-40,948,516.79",0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
The Jacket,2005,69.0,"Thriller,Mystery,Drama,Science Fiction,Fantasy",5,English,28500000.0,15452978.0,-13047022.0,"41,676,689.71","22,597,507.69","-19,079,182.02",0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Rules Don't Apply,2016,58.0,"Romance,Comedy,Drama",3,English,25000000.0,3885342.0,-21114658.0,"29,748,611.50","4,623,341.19","-25,125,270.31",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Soapdish,1991,62.0,Comedy,1,English,20200000.0,36489888.0,16289888.0,"42,356,967.69","76,514,901.35","34,157,933.65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
All Is Lost,2013,66.0,"Action,Adventure,Drama",3,English,9000000.0,6108720.0,-2891280.0,"11,033,602.77","7,489,021.10","-3,544,581.67",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Agatha and the Truth of Murder,2018,62.0,"Drama,Mystery",2,English,11480240.6,77542.0,-11402698.6,"13,056,980.95","88,191.92","-12,968,789.03",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Private Parts,1997,65.0,"Comedy,Drama",2,English,28000000.0,41230799.0,13230799.0,"49,823,426.79","73,366,417.70","23,542,990.91",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Paterson,2016,71.0,Drama,1,English,5000000.0,10727536.0,5727536.0,"5,949,722.30","12,765,172.03","6,815,449.73",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
City Hall,1996,60.0,"Drama,Thriller",2,English,40000000.0,20278055.0,-19721945.0,"72,809,432.76","36,910,842.05","-35,898,590.71",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Che: Part One,2009,68.0,"Drama,History,War",3,English,30000000.0,216794294.4,186794294.4,"39,936,467.84","288,599,945.51","248,663,477.67",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Untraceable,2008,62.0,Thriller,1,English,35000000.0,52649951.0,17649951.0,"46,426,779.93","69,839,076.82","23,412,296.88",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wolf Creek 2,2014,64.0,"Horror,Thriller",2,English,8000000.0,9630444.0,1630444.0,"9,651,088.13","11,618,032.97","1,966,944.84",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Baytown Outlaws,2012,60.0,"Action,Comedy,Crime",3,English,4000000.0,37470.0,-3962530.0,"4,975,652.67","46,609.43","-4,929,043.25",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2036: Nexus Dawn,2018,69.0,"Science Fiction,Thriller",2,English,114000000.0,499328883.8,385328883.8,"129,657,197.93","567,908,630.86","438,251,432.93",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LEGO Jurassic World: The Indominus Escape,2016,58.0,"Family,Animation,Comedy",3,English,170800000.0,440909536.8,270109536.8,"203,242,513.76","524,657,860.66","321,415,346.90",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Ghost Town,2009,65.0,"Drama,Comedy,Fantasy",3,English,20000000.0,29958228.0,9958228.0,"26,624,311.89","39,880,860.30","13,256,548.41",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
War on Everyone,2016,57.0,"Action,Comedy,Mystery",3,English,187200000.0,295523878.0,108323878.0,"222,757,602.90","351,657,001.41","128,899,398.51",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Romeo Is Bleeding,1994,62.0,Crime,1,English,10000000.0,3275585.0,-6724415.0,"19,270,917.68","6,312,352.89","-12,958,564.79",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bully,2001,67.0,"Crime,Drama",2,English,2100000.0,1381824.0,-718176.0,"3,386,501.98","2,228,357.00","-1,158,144.97",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A History of Violence,2006,72.0,"Drama,Thriller,Crime",3,English,32000000.0,61477797.0,29477797.0,"45,332,539.68","87,092,021.00","41,759,481.32",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Lake Placid: The Final Chapter,2012,51.0,"Horror,Science Fiction",2,English,142800000.0,566930143.8,424130143.79999995,"177,630,800.46","705,211,871.47","527,581,071.01",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tommy Boy,1995,68.0,Comedy,1,English,57368000.0,32648673.0,-24719327.0,"107,506,653.28","61,183,056.20","-46,323,597.08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Walk Hard: The Dewey Cox Story,2008,66.0,"Comedy,Music,Drama",3,English,35000000.0,20606053.0,-14393947.0,"46,426,779.93","27,333,505.37","-19,093,274.56",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Crush,2013,60.0,Thriller,1,English,82000000.0,618157116.2,536157116.20000005,"100,528,380.77","757,833,340.92","657,304,960.15",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Midnight in the Garden of Good and Evil,1997,63.0,"Crime,Drama,Mystery,Thriller",4,English,35000000.0,25078937.0,-9921063.0,"62,279,283.49","44,625,663.63","-17,653,619.86",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Eating Out: The Open Weekend,2012,58.0,"Comedy,Romance",2,English,102000000.0,616295796.0,514295796.0,"126,879,143.18","766,618,456.31","639,739,313.13",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Zombie Apocalypse,2011,54.0,"Action,Horror,Science Fiction",3,English,159600000.0,459045829.8,299445829.8,"202,636,990.47","582,829,983.96","380,192,993.49",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Art of Getting By,2011,66.0,"Drama,Romance",2,English,4000000.0,1989035.0,-2010965.0,"5,078,621.32","2,525,388.89","-2,553,232.43",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Blown Away,1994,61.0,Action,1,English,28000000.0,30156002.0,2156002.0,"53,958,569.50","58,113,383.21","4,154,813.71",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Always Be My Maybe,2019,66.0,"Romance,Comedy",2,English,66240000.0,320425004.6,254185004.60000002,"73,996,850.47","357,947,481.15","283,950,630.68",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Salmon Fishing in the Yemen,2012,64.0,"Drama,Romance,Comedy",3,English,3485000.0,34564651.0,31079651.0,"4,335,037.39","42,995,424.54","38,660,387.15",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Saving Mr. Banks,2013,74.0,"Comedy,Drama,History",3,English,35000000.0,114962525.0,79962525.0,"42,908,455.21","140,938,981.56","98,030,526.35",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Inside Deep Throat,2005,66.0,"History,Documentary",2,English,2000000.0,691880.0,-1308120.0,"2,924,679.98","1,011,763.79","-1,912,916.19",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tornado Valley,2009,67.0,"Action,Adventure,Drama,Thriller",4,English,96400000.0,718575823.2,622175823.2,"128,329,183.31","956,579,341.68","828,250,158.37",0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
The Protector,2019,69.0,Romance,1,English,74000000.0,333098256.2,259098256.2,"82,665,563.63","372,104,798.54","289,439,234.91",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Much Ado About Nothing,1993,70.0,"Drama,Comedy,Romance",3,English,8000000.0,22549338.0,14549338.0,"15,811,487.89","44,567,323.09","28,755,835.20",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
The Portrait of a Lady,1996,60.0,"Drama,Romance",2,English,2084951.6,3692836.0,1607884.4,"3,795,103.58","6,721,832.36","2,926,728.78",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Batman & Mr. Freeze: SubZero,1998,70.0,"Animation,Action,Crime",3,English,156000000.0,530112259.6,374112259.6,"273,330,184.05","928,818,471.05","655,488,287.00",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Bling Ring,2013,54.0,"Drama,Crime",2,English,15000000.0,19145732.0,4145732.0,"18,389,337.95","23,471,822.40","5,082,484.45",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lost and Delirious,2001,69.0,"Drama,Romance",2,English,108200000.0,405044027.8,296844027.8,"174,485,482.78","653,182,095.54","478,696,612.76",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
A Madea Family Funeral,2019,59.0,Comedy,1,English,21690000.0,46115383.0,24425383.0,"24,229,946.96","51,515,596.32","27,285,649.36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Me and Earl and the Dying Girl,2015,76.0,"Drama,Comedy",2,English,8000000.0,9266180.0,1266180.0,"9,639,646.10","11,165,336.99","1,525,690.89",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Avatar Spirits,2010,81.0,Documentary,1,English,172000000.0,580068063.6,408068063.6,"225,273,966.32","759,733,915.25","534,459,948.93",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Inland Empire,2007,71.0,"Fantasy,Mystery,Thriller",3,English,15000000.0,4045770.0,-10954230.0,"20,661,154.04","5,572,685.14","-15,088,468.89",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
London,2006,59.0,"Drama,Action,Romance",3,English,2000000.0,12667.0,-1987333.0,"2,833,283.73","17,944.60","-2,815,339.13",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Suffragette,2015,73.0,"Drama,History",2,English,14000000.0,37888043.0,23888043.0,"16,869,380.68","45,653,415.75","28,784,035.07",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Battle of the Year,2013,70.0,"Music,Drama",2,English,20000000.0,16723377.0,-3276623.0,"24,519,117.26","20,502,122.08","-4,016,995.18",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Agora,2009,70.0,"Adventure,Drama,History",3,English,70000000.0,38992292.0,-31007708.0,"93,185,091.62","51,907,147.18","-41,277,944.44",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
S. Darko,2009,44.0,"Thriller,Crime,Science Fiction,Mystery",4,English,4000000.0,4100000.0,100000.0,"5,324,862.38","5,457,983.94","133,121.56",0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Hotel Transylvania: Puppy!,2017,65.0,"Family,Fantasy,Animation,Comedy",4,English,105800000.0,328287026.4,222487026.39999998,"123,270,035.08","382,494,832.35","259,224,797.26",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
One Fine Day,1997,64.0,"Romance,Comedy",2,English,41220000.0,97529550.0,56309550.0,"73,347,201.87","173,544,871.23","100,197,669.36",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
D-Tox,2002,56.0,"Action,Thriller,Horror",3,English,55000000.0,6632383.0,-48367617.0,"87,313,646.47","10,529,046.26","-76,784,600.21",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Freaky Friday,2018,55.0,"Family,Fantasy,TV Movie,Comedy",4,English,26000000.0,160822438.0,134822438.0,"29,570,939.88","182,910,409.43","153,339,469.55",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Save the Last Dance,2001,66.0,"Drama,Family,Romance,Music",4,English,13000000.0,122244329.0,109244329.0,"20,964,059.85","197,133,648.45","176,169,588.60",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
My Little Pony: Equestria Girls - Legend of Everfree,2016,74.0,"Adventure,Animation,Music,Fantasy,Comedy",5,English,151000000.0,412341375.0,261341375.0,"179,681,613.45","490,663,334.79","310,981,721.34",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
Chain Reaction,1997,57.0,"Science Fiction,Action,Drama,Thriller",4,English,55000000.0,60209334.0,5209334.0,"97,867,445.48","107,136,976.60","9,269,531.11",0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
T2 Trainspotting,2017,70.0,"Drama,Comedy",2,English,18000000.0,42067430.0,24067430.0,"20,972,217.69","49,013,738.87","28,041,521.18",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Breathe,2017,75.0,"Drama,Romance",2,English,669601.4,477815.0,-191786.40000000002,"780,168.13","556,713.34","-223,454.79",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Stargate: The Ark of Truth,2008,72.0,"Action,Adventure,Science Fiction,TV Movie",4,English,7000000.0,8900000.0,1900000.0,"9,285,355.99","11,805,666.90","2,520,310.91",0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Happiness,1999,75.0,"Comedy,Drama",2,English,3000000.0,5746453.0,2746453.0,"5,142,767.11","9,850,889.82","4,708,122.72",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Limehouse Golem,2016,62.0,"Horror,Mystery,Thriller",3,English,9288225.8,2225698.0,-7062527.800000001,"11,052,472.83","2,648,457.00","-8,404,015.83",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Keeping Up with the Joneses,2016,61.0,"Action,Comedy",2,English,40000000.0,28804426.0,-11195574.0,"47,597,778.40","34,275,667.14","-13,322,111.26",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Megan Leavey,2018,73.0,"Drama,War",2,English,7048000.0,13406883.0,6358883.0,"8,015,999.39","15,248,235.81","7,232,236.42",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Last of Us: One Night Live,2014,75.0,Drama,1,English,127200000.0,564158441.4,436958441.4,"153,452,301.30","680,592,854.79","527,140,553.49",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Courageous Heart of Irena Sendler,2009,73.0,"Drama,War",2,English,106000000.0,144565535.2,38565535.19999999,"141,108,853.02","192,447,894.89","51,339,041.87",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ice Soldiers,2013,54.0,"Action,Science Fiction",2,English,66600000.0,453621128.4,387021128.4,"81,648,660.48","556,119,481.99","474,470,821.51",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amateur Night,2016,56.0,Comedy,1,English,88200000.0,557019596.4,468819596.4,"104,953,101.37","662,822,382.82","557,869,281.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Just Cause,1995,62.0,"Action,Drama,Mystery,Thriller",4,English,145400000.0,647852169.4,502452169.4,"272,477,119.42","1,214,063,912.86","941,586,793.44",0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Snow White: The Fairest of Them All,2001,59.0,"Adventure,Family,Fantasy,TV Movie",4,English,135400000.0,387557034.2,252157034.2,"218,348,746.47","624,982,220.11","406,633,473.64",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
God's Own Country,2017,78.0,"Romance,Drama",2,English,26225303.8,2559939.0,-23665364.8,"30,555,710.01","2,982,644.33","-27,573,065.68",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Behaving Badly,2015,53.0,Comedy,1,English,5520017.8,422697.0,-5097320.8,"6,651,377.26","509,331.19","-6,142,046.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Crying Game,1993,69.0,"Crime,Drama,Thriller",3,English,4000000.0,62546695.0,58546695.0,"7,905,743.94","123,619,538.81","115,713,794.87",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Yards,2001,62.0,"Crime,Drama,Thriller",3,English,20000000.0,2282710.0,-17717290.0,"32,252,399.77","3,681,143.77","-28,571,256.00",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Only Lovers Left Alive,2014,73.0,"Drama,Romance",2,English,7000000.0,7600000.0,600000.0,"8,444,702.12","9,168,533.73","723,831.61",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Money Monster,2016,64.0,"Thriller,Drama",2,English,27000000.0,93466095.0,66466095.0,"32,128,500.42","111,219,461.94","79,090,961.52",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Beneath,2013,54.0,Horror,1,English,89.0,3174356.0,3174267.0,109.11,"3,891,620.35","3,891,511.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Johnson Family Vacation,2004,55.0,"Comedy,Family",2,English,12000000.0,31286759.0,19286759.0,"18,142,615.14","47,301,968.96","29,159,353.82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
I Am Bruce Lee,2012,78.0,Documentary,1,English,101700000.0,716719914.2,615019914.2,"126,505,969.23","891,537,339.37","765,031,370.14",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Let's Go to Prison,2007,57.0,"Comedy,Crime",2,English,4000000.0,4630045.0,630045.0,"5,509,641.08","6,377,471.53","867,830.45",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Little Mermaid II: Return to the Sea,2000,64.0,"Animation,Adventure,Family,Comedy",4,English,144000000.0,317848249.0,173848249.0,"238,825,087.11","527,153,720.52","288,328,633.41",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
Last Man Standing,1996,63.0,"Action,Crime,Drama,Thriller,Mystery",5,English,67000000.0,18149997.0,-48850003.0,"121,955,799.87","33,037,274.65","-88,918,525.22",0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Rob Roy,1995,67.0,"Adventure,History,Drama,Action,War",5,English,28000000.0,31390587.0,3390587.0,"52,471,522.31","58,825,424.50","6,353,902.19",1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
A Lonely Place to Die,2011,62.0,"Adventure,Action,Thriller,Crime",4,English,4000000.0,442550.0,-3557450.0,"5,078,621.32","561,885.97","-4,516,735.35",0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
The Tournament,2009,59.0,"Horror,Action,Thriller",3,English,8000000.0,25193614.4,17193614.4,"10,649,724.76","33,538,132.37","22,888,407.62",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Napoleon Dynamite,2004,68.0,Comedy,1,English,400000.0,46122713.0,45722713.0,"604,753.84","69,732,219.27","69,127,465.43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shimmer Lake,2017,58.0,"Thriller,Crime,Drama,Mystery",4,English,100800000.0,474331140.2,373531140.2,"117,444,419.06","552,654,218.28","435,209,799.22",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
The Divide,2012,59.0,"Horror,Science Fiction",2,English,3000000.0,156362.0,-2843638.0,"3,731,739.51","194,500.75","-3,537,238.75",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dark Angel,1990,60.0,"Action,Thriller,Science Fiction,Crime,Horror",5,English,7000000.0,4372561.0,-2627439.0,"15,295,830.15","9,554,564.34","-5,741,265.81",0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Analyze That,2003,58.0,"Comedy,Crime",2,English,60000000.0,54994757.0,-5005243.0,"93,128,804.35","85,359,932.75","-7,768,871.60",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sharknado 3: Oh Hell No!,2015,47.0,"Action,TV Movie,Science Fiction,Comedy,Adventure",5,English,141500000.0,947468745.8,805968745.8,"170,501,240.42","1,141,657,925.20","971,156,684.78",0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Northanger Abbey,2007,69.0,"Romance,Drama,TV Movie",3,English,162200000.0,523884067.4,361684067.4,"223,415,945.64","721,603,294.21","498,187,348.58",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
The Void,2016,59.0,"Mystery,Horror,Science Fiction",3,English,7001468.0,151042.0,-6850426.0,"8,331,358.06","179,731.59","-8,151,626.47",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Criminal Activities,2015,59.0,"Thriller,Crime,Drama",3,English,7000000.0,386744.0,-6613256.0,"8,434,690.34","466,009.41","-7,968,680.93",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Be Cool,2005,54.0,"Comedy,Crime",2,English,75000000.0,94944017.0,19944017.0,"109,675,499.23","138,840,432.85","29,164,933.62",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Homesman,2014,66.0,"Western,Drama",2,English,16000000.0,8217571.0,-7782429.0,"19,302,176.26","9,913,562.74","-9,388,613.52",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Peanut Butter Falcon,2019,74.0,"Adventure,Comedy,Drama",3,English,6200000.0,23191551.0,16991551.0,"6,926,033.71","25,907,332.90","18,981,299.19",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
Locke,2014,69.0,"Drama,Thriller",2,English,2000000.0,2088390.0,88390.0,"2,412,772.03","2,519,404.49","106,632.46",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Merry Christmas, Drake & Josh",2008,74.0,"Comedy,TV Movie",2,English,120400000.0,355012205.4,234612205.39999998,"159,708,122.97","470,916,386.68","311,208,263.71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
American Heist,2015,48.0,Action,1,English,10000000.0,2341218.0,-7658782.0,"12,049,557.63","2,821,064.12","-9,228,493.51",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Autumn in New York,2000,61.0,"Drama,Romance",2,English,40000000.0,90717684.0,50717684.0,"66,340,301.97","150,455,963.77","84,115,661.80",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
R.L. Stine's Monsterville: The Cabinet of Souls,2015,68.0,"Comedy,Horror",2,English,4400000.0,278663367.8,274263367.8,"5,301,805.36","335,777,030.87","330,475,225.52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Anna and the King,1999,68.0,"Drama,Romance,History",3,English,75000000.0,39251128.0,-35748872.0,"128,569,177.67","67,286,469.99","-61,282,707.68",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Angus, Thongs and Perfect Snogging",2008,64.0,"Comedy,Drama,Family,Romance",4,English,43160000.0,14924998.0,-28235002.0,"57,250,852.06","19,797,702.79","-37,453,149.26",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
The Tall Man,2012,60.0,"Horror,Mystery,Thriller",3,English,18200000.0,23757836.0,5557836.0,"22,639,219.67","29,552,685.05","6,913,465.39",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
