Name,Year,Score,Genre,Genre Count,Language,Budget,Revenue,Profit,Budget_2024,Revenue_2024,Profit_2024,History,Crime,Fantasy,War,Science Fiction,Action,Drama,Animation,Western,Romance,Documentary,Adventure,Mystery,Thriller,TV Movie,Family,Music,Horror,Comedy
David,1997,76.0,"Drama,History,Adventure",3,English,15000000.0,153436246.6,138436246.6,"26,691,121.50","273,025,699.99","246,334,578.49",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Tremors: A Cold Day in Hell,2018,60.0,"Action,Adventure,Science Fiction,Fantasy,Comedy,Horror",6,English,207600000.0,560466325.2,352866325.20000005,"236,112,581.49","637,442,923.32","401,330,341.83",0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Star Trek: Insurrection,1999,64.0,"Science Fiction,Action,Adventure,Thriller",4,English,70000000.0,117800000.0,47800000.0,"119,997,899.16","201,939,321.73","81,941,422.57",0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Alexander,2005,59.0,"War,History,Action,Adventure,Drama,Romance",6,English,155000000.0,167297191.0,12297191.0,"226,662,698.41","244,645,372.57","17,982,674.16",1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Mr. & Mrs. Smith,2005,67.0,"Action,Comedy,Drama,Thriller",4,English,110000000.0,487287646.0,377287646.0,"160,857,398.87","712,580,211.26","551,722,812.39",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
Stargate,1995,70.0,"Action,Adventure,Science Fiction",3,English,55000000.0,196565669.0,141565669.0,"103,069,061.68","368,360,710.22","265,291,648.54",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Drive Angry,2014,55.0,"Fantasy,Thriller,Action,Crime",4,English,50000000.0,41042583.0,-8957417.0,"60,319,300.82","49,513,198.21","-10,806,102.61",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Night Hunter,2019,65.0,"Drama,Thriller",2,English,45060000.0,1012932.0,-44047068.0,"50,336,625.64","1,131,548.58","-49,205,077.06",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Fargo,1996,79.0,"Crime,Drama,Thriller",3,English,7000000.0,51203507.0,44203507.0,"12,741,650.73","93,202,457.50","80,460,806.77",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"10,000 BC",2008,54.0,"Adventure,Action,Drama,Fantasy",4,English,105000000.0,269784201.0,164784201.0,"139,280,339.80","357,863,192.27","218,582,852.47",0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Wind River,2017,74.0,"Crime,Drama,Mystery,Thriller",4,English,11000000.0,44984979.0,33984979.0,"12,816,355.25","52,413,042.91","39,596,687.65",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Escape Plan,2013,67.0,"Action,Thriller",2,English,70000000.0,103735965.0,33735965.0,"85,816,910.42","127,175,714.51","41,358,804.09",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Coach Carter,2005,76.0,"Drama,History",2,English,45000000.0,76665507.0,31665507.0,"65,805,299.54","112,111,036.72","46,305,737.18",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lovelace,2013,60.0,Drama,1,English,10000000.0,1585582.0,-8414418.0,"12,259,558.63","1,943,853.55","-10,315,705.08",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Ballad of Buster Scruggs,2018,72.0,"Western,Comedy,Drama",3,English,76120000.0,593436782.8,517316782.79999995,"86,574,613.21","674,941,670.22","588,367,057.01",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
30 Minutes or Less,2011,57.0,"Action,Adventure,Comedy",3,English,28000000.0,41146935.0,13146935.0,"35,550,349.21","52,242,425.29","16,692,076.08",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
The Lego Ninjago Movie,2017,65.0,"Family,Animation,Action,Adventure,Comedy",5,English,70000000.0,122737201.0,52737201.0,"81,558,624.35","143,003,961.00","61,445,336.65",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
Contagion,2011,66.0,"Drama,Thriller,Science Fiction",3,English,60000000.0,137551591.0,77551591.0,"76,179,319.73","174,643,110.50","98,463,790.77",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Jarhead,2006,66.0,"Drama,War",2,English,72000000.0,96947540.0,24947540.0,"101,998,214.29","137,339,943.88","35,341,729.59",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
From Dusk Till Dawn,1996,70.0,"Horror,Action,Thriller,Crime",4,English,20000000.0,25736162.0,5736162.0,"36,404,716.38","46,845,883.92","10,441,167.54",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Barbie in Rock 'N Royals,2017,69.0,"Animation,Music,Family",3,English,96400000.0,498956948.8,402556948.8,"112,317,876.96","581,346,319.32","469,028,442.37",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Dumbo,2019,67.0,"Family,Fantasy,Adventure",3,English,170000000.0,353166307.0,183166307.0,"189,907,375.90","394,522,862.46","204,615,486.56",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Lion,2017,81.0,Drama,1,English,12000000.0,149117900.0,137117900.0,"13,981,478.46","173,740,725.57","159,759,247.11",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sully,2016,72.0,"Drama,History",2,English,60000000.0,238524556.0,178524556.0,"71,396,667.60","283,830,973.98","212,434,306.38",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Mule,2019,68.0,"Crime,Drama,Thriller",3,English,50000000.0,173453994.0,123453994.0,"55,855,110.56","193,765,840.23","137,910,729.67",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Disobedience,2018,70.0,"Drama,Romance",2,English,6000000.0,104219330.0,98219330.0,"6,824,063.05","118,533,213.14","111,709,150.09",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Indecent Proposal,1993,63.0,"Romance,Drama",2,English,38000000.0,266614059.0,228614059.0,"75,104,567.47","526,945,620.62","451,841,053.15",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Village,2004,64.0,"Drama,Mystery,Thriller",3,English,71682975.0,257641634.0,185958659.0,"108,376,385.63","389,524,417.48","281,148,031.85",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Hard Target,1993,63.0,Action,1,English,18000000.0,74189677.0,56189677.0,"35,575,847.75","146,631,147.42","111,055,299.67",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Going in Style,2017,67.0,"Crime,Comedy",2,English,24000000.0,80812424.0,56812424.0,"27,962,956.92","94,156,430.45","66,193,473.53",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Fugitive,1993,75.0,"Action,Thriller,Drama",3,English,44000000.0,353715317.0,309715317.0,"86,963,183.39","699,095,681.37","612,132,497.98",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Home Alone 3,1998,53.0,"Comedy,Family",2,English,32000000.0,79082515.0,47082515.0,"56,067,730.06","138,561,784.49","82,494,054.43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Jack and Jill,2011,43.0,Comedy,1,English,79000000.0,150519217.0,71519217.0,"100,302,770.97","191,107,525.95","90,804,754.97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Love, Simon",2018,81.0,"Comedy,Drama,Romance",3,English,10000000.0,65520633.0,55520633.0,"11,373,438.41","74,519,488.43","63,146,050.02",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
127 Hours,2011,71.0,"Adventure,Drama,Thriller",3,English,18000000.0,60217171.0,42217171.0,"22,853,795.92","76,455,052.04","53,601,256.13",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Kill 'em All,2017,54.0,"Action,Crime",2,English,161400000.0,290053262.4,128653262.39999998,"188,050,885.28","337,947,786.70","149,896,901.42",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden Lake,2009,68.0,"Horror,Thriller",2,English,2000000.0,4294373.0,2294373.0,"2,662,431.19","5,716,736.31","3,054,305.12",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Unbreakable,2000,71.0,"Thriller,Drama,Mystery",3,English,73243106.0,248099143.0,174856037.0,"121,474,244.24","411,474,301.66","290,000,057.42",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Equilibrium,2003,70.0,"Action,Science Fiction,Thriller",3,English,20000000.0,5345869.0,-14654131.0,"31,042,934.78","8,297,573.14","-22,745,361.65",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Next Three Days,2011,71.0,"Romance,Drama,Thriller,Crime",4,English,30000000.0,67255916.0,37255916.0,"38,089,659.86","85,391,832.14","47,302,172.28",0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
The Belko Experiment,2018,62.0,"Horror,Thriller",2,English,5000000.0,11792942.0,6792942.0,"5,686,719.21","13,412,629.96","7,725,910.75",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Rush,2013,77.0,"Drama,Action",2,English,38000000.0,98159204.0,60159204.0,"46,586,322.80","120,338,851.66","73,752,528.86",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Reader,2009,74.0,"Drama,Romance",2,English,32500000.0,112964875.0,80464875.0,"43,264,506.82","150,380,603.23","107,116,096.41",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Demon Slayer,2003,78.0,Horror,1,English,1000000.0,50056423.4,49056423.4,"1,552,146.74","77,694,914.35","76,142,767.61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Wars: The Clone Wars,2008,61.0,"Animation,Action,Science Fiction,Adventure",4,English,8500000.0,68695443.0,60195443.0,"11,275,075.13","91,123,091.85","79,848,016.72",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Love Don't Co$t a Thing,2003,71.0,"Comedy,Drama,Family,Romance",4,English,40392400.0,21964072.0,-18428328.0,"62,694,931.95","34,091,462.73","-28,603,469.21",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Priest,2011,58.0,"Horror,Action,Thriller",3,English,60000000.0,84154026.0,24154026.0,"76,179,319.73","106,846,607.55","30,667,287.82",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
The Strangers,2008,61.0,"Horror,Mystery,Thriller",3,English,9000000.0,83051676.0,74051676.0,"11,938,314.84","110,166,339.56","98,228,024.72",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
My Girl,1991,74.0,"Comedy,Drama",2,English,16500000.0,58011485.0,41511485.0,"34,598,513.22","121,643,098.81","87,044,585.60",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Barbie Diaries,2006,63.0,"Family,Animation",2,English,104800000.0,288510422.8,183710422.8,"148,464,067.46","408,715,943.45","260,251,875.99",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
She's Out of My League,2010,64.0,"Romance,Comedy",2,English,20000000.0,48680977.0,28680977.0,"26,194,647.25","63,759,051.01","37,564,403.76",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Star Trek: First Contact,1996,73.0,"Science Fiction,Action,Adventure,Thriller",4,English,46000000.0,150000000.0,104000000.0,"83,730,847.67","273,035,372.85","189,304,525.18",0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Lara Croft: Tomb Raider,2001,59.0,"Adventure,Fantasy,Action,Thriller",4,English,94000000.0,273330185.0,179330185.0,"151,586,278.94","440,777,719.85","289,191,440.91",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Minority Report,2002,73.0,"Action,Thriller,Science Fiction,Mystery",4,English,102000000.0,358824714.0,256824714.0,"161,927,126.18","569,641,713.15","407,714,586.96",0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
The Debt Collector,2018,59.0,Action,1,English,3000000.0,28645.0,-2971355.0,"3,412,031.52","32,579.21","-3,379,452.31",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Nice Guys,2016,71.0,"Comedy,Crime,Action",3,English,50000000.0,59596747.0,9596747.0,"59,497,223.00","70,916,818.92","11,419,595.93",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Teen Titans Go! To the Movies,2018,74.0,"Animation,Action,Comedy,Science Fiction",4,English,10000000.0,28646544.0,18646544.0,"11,373,438.41","32,580,970.40","21,207,531.98",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Red Lights,2013,62.0,Thriller,1,English,17700000.0,14518884.0,-3181116.0,"21,699,418.78","17,799,510.97","-3,899,907.81",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blade II,2002,65.0,"Fantasy,Horror,Action,Thriller",4,English,54000000.0,155010032.0,101010032.0,"85,726,125.63","246,081,656.97","160,355,531.35",0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Babe,1995,62.0,"Fantasy,Drama,Comedy,Family",4,English,30000000.0,246100000.0,216100000.0,"56,219,488.19","461,187,201.44","404,967,713.25",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Cats & Dogs,2001,54.0,"Family,Comedy",2,English,60000000.0,200700000.0,140700000.0,"96,757,199.32","323,652,831.73","226,895,632.41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Watch,2012,56.0,"Comedy,Action,Science Fiction",3,English,55000000.0,67130045.0,12130045.0,"68,415,224.27","83,503,946.97","15,088,722.71",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30 Days of Night,2007,64.0,"Horror,Thriller",2,English,30000000.0,80276156.0,50276156.0,"41,322,308.07","110,573,201.63","69,250,893.56",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
How to Be a Latin Lover,2017,70.0,Comedy,1,English,10000000.0,62556228.0,52556228.0,"11,651,232.05","72,885,712.86","61,234,480.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bride Wars,2009,62.0,"Comedy,Romance",2,English,30000000.0,115150424.0,85150424.0,"39,936,467.84","153,290,040.14","113,353,572.31",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Mask of Zorro,1998,65.0,"Action,Adventure",2,English,65000000.0,233700000.0,168700000.0,"113,887,576.69","409,469,641.10","295,582,064.42",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
True Romance,1993,75.0,"Action,Crime,Romance",3,English,12500000.0,12643293.0,143293.0,"24,705,449.83","24,988,659.27","283,209.44",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
American Hustle,2013,68.0,"Drama,Crime",2,English,40000000.0,257858943.0,217858943.0,"49,038,234.52","316,123,683.02","267,085,448.50",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Destination Wedding,2018,57.0,"Romance,Comedy,Drama",3,English,116600000.0,299866238.8,183266238.8,"132,614,291.92","341,051,019.96","208,436,728.05",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Lionheart,1990,65.0,Action,1,English,6000000.0,24271196.0,18271196.0,"13,110,711.55","53,035,441.63","39,924,730.08",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Marine 3: Homefront,2013,63.0,Action,1,English,121500000.0,322321439.4,200821439.39999998,"148,953,637.37","395,151,858.44","246,198,221.07",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stomp the Yard,2007,69.0,"Drama,Music",2,English,14000000.0,75525718.0,61525718.0,"19,283,743.77","104,029,899.55","84,746,155.78",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Downsizing,2017,53.0,"Comedy,Drama,Science Fiction",3,English,68000000.0,54462971.0,-13537029.0,"79,228,377.94","63,456,071.32","-15,772,306.61",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Silence,2016,71.0,"Drama,History",2,English,46500000.0,23726626.0,-22773374.0,"55,332,417.39","28,233,367.16","-27,099,050.23",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Haunt,2019,67.0,"Horror,Thriller",2,English,153000000.0,662008399.2,509008399.20000005,"170,916,638.31","739,531,046.56","568,614,408.25",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
How to Be Single,2016,62.0,"Comedy,Romance",2,English,38000000.0,112343513.0,74343513.0,"45,217,889.48","133,682,540.91","88,464,651.43",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Instant Family,2019,76.0,Comedy,1,English,48000000.0,119736188.0,71736188.0,"53,620,906.14","133,757,560.37","80,136,654.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Robin Hood: Prince of Thieves,1991,68.0,"Action,Adventure,Drama,Romance",4,English,50000000.0,390500000.0,340500000.0,"104,843,979.44","818,831,479.44","713,987,500.00",0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Looper,2012,69.0,"Action,Thriller,Science Fiction",3,English,30000000.0,170466405.0,140466405.0,"37,317,395.05","212,045,405.96","174,728,010.91",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Gravity,2013,72.0,"Science Fiction,Thriller,Drama",3,English,110000000.0,685710761.0,575710761.0,"134,855,144.94","840,651,127.84","705,795,982.90",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Barnyard,2006,58.0,"Animation,Comedy,Family",3,English,51000000.0,116476887.0,65476887.0,"72,248,735.12","165,006,034.44","92,757,299.32",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
War Dogs,2016,69.0,"Comedy,Crime,Drama",3,English,50000000.0,86234503.0,36234503.0,"59,497,223.00","102,614,269.10","43,117,046.10",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Contact,1997,74.0,"Drama,Science Fiction,Mystery",3,English,90000000.0,165900000.0,75900000.0,"160,146,728.97","295,203,803.74","135,057,074.77",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Life As We Know It,2010,69.0,"Comedy,Romance,Drama",3,English,38000000.0,105734416.0,67734416.0,"49,769,829.77","138,483,786.45","88,713,956.68",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Déjà Vu,2007,68.0,"Action,Thriller,Science Fiction",3,English,80000000.0,181038616.0,101038616.0,"110,192,821.52","249,364,448.77","139,171,627.25",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Oculus,2014,64.0,Horror,1,English,5000000.0,44115496.0,39115496.0,"6,031,930.08","53,220,317.48","47,188,387.40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Lobster,2015,70.0,"Comedy,Drama,Romance",3,English,4500000.0,18019834.0,13519834.0,"5,422,300.93","21,713,102.82","16,290,801.89",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Extinction,2018,60.0,"Action,Drama,Science Fiction,Thriller",4,English,20000000.0,2360000.0,-17640000.0,"22,746,876.83","2,684,131.47","-20,062,745.36",0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Blood and Bone,2009,74.0,"Action,Drama,Thriller",3,English,3700000.0,53682168.2,49982168.2,"4,925,497.70","71,462,539.46","66,537,041.76",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Blast from the Past,1999,67.0,"Drama,Romance,Comedy",3,English,35000000.0,26613620.0,-8386380.0,"59,998,949.58","45,622,549.84","-14,376,399.74",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Peter Rabbit,2018,67.0,"Animation,Adventure,Family",3,English,50000000.0,346727372.0,296727372.0,"56,867,192.07","394,348,241.21","337,481,049.14",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Justice League: Gods and Monsters,2015,72.0,"Action,Animation,Fantasy",3,English,84200000.0,488059774.2,403859774.2,"101,457,275.22","588,090,437.45","486,633,162.23",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Lady and the Tramp II: Scamp's Adventure,2001,64.0,"Family,Animation,Romance,Adventure",4,English,121000000.0,404739954.4,283739954.4,"195,127,018.63","652,691,740.69","457,564,722.06",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
The Darkest Minds,2018,70.0,"Action,Adventure,Drama",3,English,34000000.0,38361428.0,4361428.0,"38,669,690.61","43,630,133.89","4,960,443.28",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Year One,2009,49.0,"Comedy,Adventure",2,English,60000000.0,57604723.0,-2395277.0,"79,872,935.67","76,684,305.58","-3,188,630.10",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Beauty and the Beast: The Enchanted Christmas,1997,62.0,"Animation,Family,Fantasy",3,English,150000000.0,676697524.6,526697524.6,"266,911,214.95","1,204,121,056.31","937,209,841.36",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Searching,2018,76.0,"Thriller,Mystery,Drama",3,English,880000.0,75636047.0,74756047.0,"1,000,862.58","86,024,192.25","85,023,329.67",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
The Lego Movie 2: The Second Part,2019,67.0,"Action,Adventure,Animation,Comedy,Family",5,English,99000000.0,192456290.0,93456290.0,"110,593,118.91","214,993,347.11","104,400,228.21",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
Austin Powers: The Spy Who Shagged Me,1999,63.0,"Adventure,Comedy,Crime,Science Fiction",4,English,35000000.0,312383487.0,277383487.0,"59,998,949.58","535,505,173.89","475,506,224.31",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
First Man,2018,70.0,"History,Drama",2,English,60000000.0,105523737.0,45523737.0,"68,240,630.49","120,016,772.41","51,776,141.92",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jeremiah,1998,61.0,"Drama,History",2,English,103400000.0,784077594.2,680677594.2,"181,168,852.76","1,373,795,340.59","1,192,626,487.83",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Barbie Fairytopia: Magic of the Rainbow,2007,68.0,"Animation,Family,Fantasy,Romance",4,English,83780000.0,717316789.4,633536789.4,"115,399,432.34","988,039,511.86","872,640,079.52",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
The Game,1997,76.0,"Drama,Thriller,Mystery",3,English,50000000.0,80369970.0,30369970.0,"88,970,404.98","143,010,975.59","54,040,570.61",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Hot Shots!,1991,65.0,"Action,Comedy,War",3,English,26000000.0,181096164.0,155096164.0,"54,518,869.31","379,736,849.91","325,217,980.60",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Death Race: Beyond Anarchy,2018,63.0,"Action,Thriller,Science Fiction",3,English,95800000.0,714030357.4,618230357.4,"108,957,540.01","812,098,029.61","703,140,489.60",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Tower Heist,2011,61.0,"Action,Comedy",2,English,85000000.0,150422946.0,65422946.0,"107,920,702.95","190,985,294.96","83,064,592.01",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Sleepers,1997,76.0,"Crime,Drama,Thriller",3,English,44000000.0,165600852.0,121600852.0,"78,293,956.39","294,671,497.36","216,377,540.98",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Glory,1990,75.0,"Drama,History,War",3,English,18000000.0,26828365.0,8828365.0,"39,332,134.66","58,623,159.16","19,291,024.50",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
In the Name of the King 2: Two Worlds,2012,40.0,"Adventure,Fantasy,Drama,Action",4,English,4500000.0,1240261.6,-3259738.4,"5,597,609.26","1,542,777.74","-4,054,831.52",0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Wizards of Waverly Place: The Movie,2009,66.0,"Family,TV Movie,Adventure,Comedy,Drama,Fantasy,Action",7,English,148000000.0,623873271.0,475873271.0,"197,019,907.99","830,509,827.35","633,489,919.37",0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1
Waterworld,1995,62.0,"Adventure,Action,Science Fiction",3,English,175000000.0,264246220.0,89246220.0,"327,947,014.44","495,192,908.14","167,245,893.71",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Goosebumps 2: Haunted Halloween,2019,61.0,"Adventure,Comedy,Fantasy,Family,Horror",5,English,35000000.0,93006429.0,58006429.0,"39,098,577.39","103,897,687.49","64,799,110.10",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
There's Something About Mary,1998,66.0,"Romance,Comedy",2,English,22000000.0,369884651.0,347884651.0,"38,546,564.42","648,081,023.94","609,534,459.52",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Daylight,1996,61.0,"Action,Adventure,Thriller",3,English,80000000.0,158908290.0,78908290.0,"145,618,865.52","289,250,561.39","143,631,695.87",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
The Apostle Peter: Redemption,2016,70.0,Drama,1,English,71200000.0,530413654.6,459213654.6,"84,724,045.55","631,162,789.77","546,438,744.23",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paul Blart: Mall Cop 2,2015,52.0,"Action,Comedy,Family",3,English,38000000.0,107453907.0,69453907.0,"45,788,318.98","129,477,204.46","83,688,885.48",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
National Treasure: Book of Secrets,2008,63.0,"Action,Adventure,Mystery,Thriller",4,English,130000000.0,459242249.0,329242249.0,"172,442,325.47","609,175,395.16","436,733,069.69",0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
Burn,2019,60.0,"Thriller,Crime,Action",3,English,225000.0,1109276.0,884276.0,"251,348.00","1,239,174.67","987,826.67",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Green Lantern: Emerald Knights,2011,67.0,"Action,Adventure,Animation,Science Fiction,Drama",5,English,3500000.0,304969861.6,301469861.6,"4,443,793.65","387,206,609.90","382,762,816.25",0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
The Return of Jafar,1995,62.0,"Family,Adventure,Animation,Romance",4,English,3500000.0,99760551.2,96260551.2,"6,558,940.29","186,949,571.00","180,390,630.71",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
The Mortuary Collection,2019,68.0,"Fantasy,Horror",2,English,51220904.0,34265.0,-51186639.0,"57,218,985.12","38,277.51","-57,180,707.61",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
