Profit,Action,Romance,Science Fiction,Thriller,Family,Crime,Documentary,Drama,Mystery,TV Movie,Music,Adventure,War,Animation,Western,Comedy,Horror,Fantasy,History
48949793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48949793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387733638.0,0.0,0.0,0.0,0.0,1387733638.0,0.0,0.0,1387733638.0,0.0,0.0,0.0,0.0,0.0,1387733638.0,0.0,0.0,0.0,0.0,0.0
1030316979.0,1030316979.0,0.0,1030316979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030316979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188064908.0,0.0,188064908.0,0.0,0.0,0.0,0.0,0.0,188064908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865659812.0,865659812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865659812.0,0.0,0.0,0.0,0.0,0.0,865659812.0,0.0
321116343.0,0.0,0.0,0.0,0.0,321116343.0,0.0,0.0,0.0,0.0,0.0,0.0,321116343.0,0.0,321116343.0,0.0,321116343.0,0.0,0.0,0.0
171343479.0,0.0,0.0,0.0,0.0,171343479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171343479.0,0.0,0.0,0.0,171343479.0,0.0
591244673.0,0.0,0.0,0.0,0.0,591244673.0,0.0,0.0,0.0,0.0,0.0,0.0,591244673.0,0.0,591244673.0,0.0,591244673.0,0.0,591244673.0,0.0
165997378.0,0.0,165997378.0,0.0,0.0,165997378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165997378.0,0.0,0.0,0.0,0.0,0.0
852462578.0,0.0,0.0,0.0,0.0,852462578.0,0.0,0.0,0.0,0.0,0.0,0.0,852462578.0,0.0,852462578.0,0.0,852462578.0,0.0,0.0,0.0
335871214.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335871214.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335871214.2,0.0
451156389.0,451156389.0,0.0,451156389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451156389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296849722.0,0.0,0.0,0.0,296849722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296849722.0,0.0,0.0
560732926.0,560732926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560732926.0,0.0,0.0,0.0,560732926.0,0.0,0.0,0.0
314319861.0,314319861.0,0.0,314319861.0,314319861.0,0.0,0.0,0.0,0.0,314319861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690323039.0,690323039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690323039.0,0.0,0.0,0.0,0.0,0.0,690323039.0,0.0
3854421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3854421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3854421.0
792800197.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792800197.2,0.0,792800197.2,0.0,0.0,0.0,0.0,0.0
670482778.0,670482778.0,0.0,670482778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670482778.0,0.0,0.0,0.0,670482778.0,0.0,670482778.0,0.0
222831065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222831065.0,0.0,0.0,0.0,222831065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388858449.0,388858449.0,0.0,388858449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388858449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114874789.0,0.0,0.0,0.0,0.0,0.0,114874789.0,0.0,0.0,114874789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114874789.0,0.0,0.0
1287862795.0,0.0,0.0,0.0,0.0,1287862795.0,0.0,0.0,0.0,0.0,0.0,0.0,1287862795.0,0.0,1287862795.0,0.0,1287862795.0,0.0,1287862795.0,0.0
647330936.0,0.0,0.0,0.0,0.0,647330936.0,0.0,0.0,0.0,0.0,0.0,0.0,647330936.0,0.0,647330936.0,0.0,647330936.0,0.0,647330936.0,0.0
476549695.0,0.0,0.0,0.0,0.0,476549695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476549695.0,0.0,476549695.0,0.0,476549695.0,0.0
723947691.0,723947691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723947691.0,0.0,0.0,0.0,723947691.0,0.0,0.0,0.0
146271037.0,0.0,0.0,0.0,0.0,146271037.0,0.0,0.0,0.0,0.0,0.0,0.0,146271037.0,0.0,146271037.0,0.0,0.0,0.0,0.0,0.0
21078500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21078500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21078500.0
153880341.0,153880341.0,0.0,153880341.0,0.0,0.0,0.0,0.0,153880341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391630558.0,0.0,0.0,0.0,0.0,391630558.0,0.0,0.0,0.0,0.0,0.0,0.0,391630558.0,0.0,391630558.0,0.0,391630558.0,0.0,0.0,0.0
424987477.0,0.0,424987477.0,0.0,0.0,424987477.0,0.0,0.0,0.0,0.0,0.0,0.0,424987477.0,0.0,424987477.0,0.0,424987477.0,0.0,424987477.0,0.0
986703796.0,986703796.0,0.0,0.0,986703796.0,0.0,986703796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224244155.0,224244155.0,0.0,0.0,0.0,0.0,0.0,0.0,224244155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-130026460.0,0.0,0.0,0.0,0.0,-130026460.0,0.0,0.0,0.0,0.0,0.0,0.0,-130026460.0,0.0,-130026460.0,0.0,0.0,0.0,0.0,0.0
482263005.0,482263005.0,0.0,0.0,0.0,482263005.0,0.0,0.0,0.0,0.0,0.0,0.0,482263005.0,0.0,482263005.0,0.0,482263005.0,0.0,0.0,0.0
-19814759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19814759.0,0.0,0.0,0.0,-19814759.0,0.0,0.0,0.0,0.0,0.0,-19814759.0,0.0
223393331.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223393331.6,0.0,223393331.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223393331.6
675566343.0,0.0,0.0,0.0,0.0,675566343.0,0.0,0.0,675566343.0,0.0,0.0,0.0,675566343.0,0.0,675566343.0,0.0,675566343.0,0.0,0.0,0.0
130315681.0,130315681.0,0.0,0.0,0.0,0.0,0.0,0.0,130315681.0,0.0,0.0,0.0,0.0,130315681.0,0.0,0.0,0.0,0.0,0.0,0.0
75701381.8,75701381.8,0.0,0.0,75701381.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537890267.0,537890267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537890267.0,0.0,0.0,0.0,0.0,0.0,537890267.0,0.0
82010045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82010045.0,0.0,0.0
365278564.0,0.0,365278564.0,0.0,0.0,0.0,0.0,0.0,365278564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365278564.0,0.0
703271291.0,703271291.0,0.0,703271291.0,0.0,0.0,0.0,0.0,703271291.0,0.0,0.0,0.0,703271291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341861650.0,341861650.0,0.0,341861650.0,341861650.0,0.0,0.0,0.0,341861650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341861650.0,0.0,0.0
325825484.0,0.0,0.0,0.0,0.0,325825484.0,0.0,0.0,0.0,0.0,0.0,0.0,325825484.0,0.0,0.0,0.0,325825484.0,0.0,325825484.0,0.0
392533238.0,0.0,0.0,0.0,0.0,392533238.0,0.0,0.0,0.0,0.0,0.0,0.0,392533238.0,0.0,392533238.0,0.0,0.0,0.0,0.0,0.0
221002906.0,221002906.0,0.0,221002906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221002906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43926850.0,0.0,43926850.0,0.0,0.0,0.0,0.0,0.0,43926850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430487583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430487583.0,0.0,0.0,0.0
69630573.0,0.0,0.0,0.0,0.0,69630573.0,0.0,0.0,0.0,0.0,0.0,0.0,69630573.0,0.0,69630573.0,0.0,69630573.0,0.0,69630573.0,0.0
1387733638.0,0.0,0.0,0.0,0.0,1387733638.0,0.0,0.0,1387733638.0,0.0,0.0,0.0,1387733638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341391647.0,0.0,0.0,0.0,341391647.0,0.0,0.0,0.0,0.0,341391647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341391647.0,0.0,0.0
-16853292.2,-16853292.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16853292.2,0.0,0.0,0.0
77108518.0,0.0,0.0,0.0,0.0,77108518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77108518.0,0.0,0.0,0.0
1324553486.0,1324553486.0,0.0,0.0,1324553486.0,0.0,1324553486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281834351.0,0.0,0.0,0.0,281834351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281834351.0,0.0,0.0
568537960.0,568537960.0,0.0,568537960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568537960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106887580.0,0.0,0.0,0.0,0.0,1106887580.0,0.0,0.0,0.0,0.0,0.0,0.0,1106887580.0,0.0,1106887580.0,0.0,0.0,0.0,1106887580.0,0.0
-50671060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50671060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158613188.0,0.0,0.0,0.0,0.0,158613188.0,0.0,0.0,158613188.0,0.0,0.0,0.0,158613188.0,0.0,158613188.0,0.0,0.0,0.0,0.0,0.0
394122525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394122525.0,394122525.0,0.0
798216824.0,798216824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798216824.0,0.0,0.0,0.0,0.0,0.0,798216824.0,0.0
842094852.0,0.0,0.0,0.0,0.0,842094852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842094852.0,0.0,0.0,0.0,0.0,0.0
-3330352.0,-3330352.0,0.0,0.0,0.0,0.0,0.0,0.0,-3330352.0,0.0,0.0,0.0,-3330352.0,0.0,0.0,0.0,0.0,0.0,0.0,-3330352.0
167023808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167023808.0,0.0,0.0,0.0
299326618.0,299326618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299326618.0,0.0,0.0,0.0,0.0,0.0,299326618.0,0.0
901899586.0,901899586.0,0.0,901899586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901899586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531255866.2000001,531255866.2000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531255866.2000001,0.0,531255866.2000001,0.0,0.0,0.0,0.0,0.0,531255866.2000001,0.0
511343174.0,511343174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511343174.0,0.0,0.0,0.0,0.0,0.0,511343174.0,0.0
894054072.0,894054072.0,0.0,894054072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894054072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522957369.0,0.0,0.0,0.0,0.0,522957369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522957369.0,0.0,0.0,0.0,0.0,0.0
391783754.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391783754.4,391783754.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556463377.0,0.0,0.0,0.0,0.0,556463377.0,0.0,0.0,0.0,0.0,0.0,0.0,556463377.0,0.0,556463377.0,0.0,556463377.0,0.0,0.0,0.0
564861794.0,564861794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564861794.0,0.0,0.0,0.0,0.0,0.0,564861794.0,0.0
508996336.0,508996336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508996336.0,0.0,0.0,0.0,0.0,0.0,508996336.0,0.0
796686817.0,0.0,0.0,0.0,0.0,796686817.0,0.0,0.0,0.0,0.0,0.0,0.0,796686817.0,0.0,796686817.0,0.0,796686817.0,0.0,0.0,0.0
421358276.0,0.0,0.0,0.0,0.0,421358276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421358276.0,0.0,421358276.0,0.0,0.0,0.0
197222420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197222420.0,0.0,0.0,0.0
205677636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205677636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205677636.0
638102828.0,0.0,638102828.0,0.0,0.0,0.0,0.0,0.0,638102828.0,0.0,0.0,0.0,638102828.0,0.0,0.0,0.0,0.0,0.0,638102828.0,0.0
-3227643.0,-3227643.0,0.0,0.0,0.0,0.0,0.0,0.0,-3227643.0,0.0,0.0,0.0,-3227643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676362370.0,676362370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676362370.0,0.0,0.0,0.0,676362370.0,0.0,0.0,0.0
346258539.0,346258539.0,0.0,0.0,346258539.0,0.0,0.0,0.0,346258539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26244066.0,26244066.0,0.0,0.0,0.0,0.0,0.0,0.0,26244066.0,0.0,0.0,0.0,26244066.0,0.0,0.0,0.0,0.0,0.0,0.0,26244066.0
275216760.8,0.0,0.0,0.0,0.0,0.0,0.0,275216760.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149214143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149214143.0,0.0,149214143.0,0.0
416214478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416214478.0,0.0,0.0
734868047.0,734868047.0,0.0,734868047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734868047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435410052.0,0.0,0.0,435410052.0,435410052.0,0.0,0.0,0.0,435410052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525750705.2,0.0,0.0,0.0,0.0,0.0,0.0,525750705.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310561724.0,310561724.0,0.0,0.0,0.0,0.0,310561724.0,0.0,0.0,0.0,0.0,0.0,310561724.0,0.0,0.0,0.0,310561724.0,0.0,0.0,0.0
1027386981.0,1027386981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027386981.0,0.0,0.0,0.0,0.0,0.0,1027386981.0,0.0
494602516.0,494602516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494602516.0,0.0,0.0,0.0,0.0,0.0,494602516.0,0.0
33093564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33093564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239146162.0,239146162.0,0.0,239146162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239146162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709747654.0,0.0,709747654.0,0.0,0.0,0.0,0.0,0.0,709747654.0,0.0,0.0,0.0,709747654.0,0.0,0.0,0.0,0.0,0.0,709747654.0,0.0
1929184.0,0.0,0.0,0.0,1929184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929184.0,0.0,0.0
487396133.0,487396133.0,0.0,487396133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487396133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258200000.0,0.0,0.0,0.0
821234167.0,821234167.0,0.0,0.0,821234167.0,0.0,821234167.0,0.0,821234167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60773317.0,0.0,0.0,0.0,0.0,60773317.0,0.0,0.0,60773317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873064540.0,0.0,0.0,0.0,0.0,873064540.0,0.0,0.0,0.0,0.0,0.0,0.0,873064540.0,0.0,873064540.0,0.0,873064540.0,0.0,873064540.0,0.0
1015392272.0,1015392272.0,0.0,1015392272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015392272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
