Name,Year,Score,Genre,Language,Budget,Revenue,Profit,Budget_2024,Revenue_2024,Profit_2024
Avatar: Creating the World of Pandora,2010,70.0,Documentary, English,100140523.8,625891229.0,525750705.2,131157284.80143176,819749997.9191356,688592713.1177038
Kingsman: The Secret Service,2015,76.0,"Crime,Comedy,Action,Adventure", English,94000000.0,404561724.0,310561724.0,113265841.69068043,487478980.68822074,374213138.9975403
The Lord of the Rings: The Return of the King,2003,85.0,"Adventure,Fantasy,Action", English,94000000.0,1121386981.0,1027386981.0,145901793.47826087,1740557145.862473,1594655352.384212
Thor: The Dark World,2013,65.0,"Action,Adventure,Fantasy", English,150000000.0,644602516.0,494602516.0,183893379.4648798,790254233.858695,606360854.3938153
Overcomer,2019,77.0,Drama, English,5000000.0,38093564.0,33093564.0,5585511.055828708,42554404.57558369,36968893.51975498
Journey 2: The Mysterious Island,2012,61.0,"Adventure,Action,Science Fiction", English,79000000.0,318146162.0,239146162.0,98269140.30854465,395746200.40763265,297477060.09908795
The Twilight Saga: Breaking Dawn - Part 2,2012,65.0,"Adventure,Fantasy,Drama,Romance", English,120000000.0,829747654.0,709747654.0,149269580.21551087,1032134033.3115413,882864453.0960305
The Vatican Tapes,2015,53.0,"Thriller,Horror", English,13000000.0,14929184.0,1929184.0,15664424.91466857,17989006.292713184,2324581.378044613
The Hunger Games: Mockingjay - Part 2,2015,69.0,"Action,Adventure,Science Fiction", English,160000000.0,647396133.0,487396133.0,192792922.0266901,780083701.1865605,587290779.1598704
Scary Movie,2000,63.0,Comedy, English,19000000.0,277200000.0,258200000.0,31511643.437862955,459738292.68292695,428226649.24506396
The Dark Knight,2008,85.0,"Drama,Action,Crime,Thriller", English,185000000.0,1006234167.0,821234167.0,245398693.9336656,1334748920.9363782,1089350227.0027125
Miracles from Heaven,2016,74.0,"Family,Drama", English,13000000.0,73773317.0,60773317.0,15469277.979392268,87786149.85652502,72316871.87713276
Toy Story 4,2019,75.0,"Family,Adventure,Animation,Comedy,Fantasy", English,200000000.0,1073064540.0,873064540.0,223420442.2331483,1198722770.3575494,975302328.1244011
Iron Man 3,2013,69.0,"Action,Adventure,Science Fiction", English,200000000.0,1215392272.0,1015392272.0,245191172.61983973,1490017281.823856,1244826109.2040162
Prometheus,2012,65.0,"Science Fiction,Adventure,Mystery", English,125000000.0,402448265.0,277448265.0,155489146.05782384,500610696.4584223,345121550.40059847
Toy Story 3,2010,78.0,"Animation,Family,Comedy", English,200000000.0,1068879522.0,868879522.0,261946472.46578863,1399946101.3940916,1137999628.928303
The Green Mile,2000,85.0,"Fantasy,Drama,Crime", English,60000000.0,290701374.0,230701374.0,99510452.9616725,482130423.38867605,382619970.42700356
Fifty Shades Darker,2017,65.0,"Drama,Romance", English,55000000.0,381367046.0,326367046.0,64081776.27284595,444339594.9019664,380257818.62912047
Guardians of the Galaxy Vol. 2,2017,76.0,"Adventure,Action,Science Fiction", English,200000000.0,863756051.0,663756051.0,233024640.99216712,1006382218.4454349,773357577.4532678
Ant-Man and the Wasp,2018,70.0,"Action,Adventure,Science Fiction", English,130000000.0,623144660.0,493144660.0,147854699.39109623,708729741.3958989,560875042.0048027
Joker,2019,82.0,"Crime,Thriller,Drama", English,55000000.0,1069121583.0,1014121583.0,61440621.61411579,1194318084.374318,1132877462.7602022
Percy Jackson & the Olympians: The Lightning Thief,2010,62.0,"Adventure,Fantasy,Family", English,95000000.0,223050874.0,128050874.0,124424574.4212496,292136948.1235555,167712373.70230585
Constantine,2005,70.0,"Fantasy,Action,Horror", English,75000000.0,221593554.0,146593554.0,109675499.23195086,324045115.4870968,214369616.25514597
Gifted,2017,81.0,"Drama,Comedy", English,7000000.0,36964656.0,29964656.0,8155862.434725849,43068378.46899478,34912516.03426893
Kung Fu Panda,2008,72.0,"Action,Adventure,Animation,Family,Comedy", English,130000000.0,631910531.0,501910531.0,172442325.46690017,838216318.8666439,665773993.3997437
The Man from Earth,2008,76.0,"Science Fiction,Drama", English,200000.0,58992776.8,58792776.8,265295.88533369254,78252704.74724458,77987408.8619109
Wrong Turn 3: Left for Dead,2009,56.0,"Horror,Thriller", English,3000000.0,37753869.2,34753869.2,3993646.7835385045,50258539.432237804,46264892.6486993
Apocalypto,2006,75.0,"Action,Drama,History", English,40000000.0,121032272.0,81032272.0,56665674.60317461,171459383.54087305,114793708.93769842
Venom,2018,68.0,"Science Fiction,Action", English,116000000.0,856081053.0,740081053.0,131931885.61051664,973658513.4286779,841726627.8181612
Catch Me If You Can,2003,80.0,"Drama,Crime", English,52000000.0,352114312.0,300114312.0,80711630.43478261,546533081.1719565,465821450.7371739
The Lord of the Rings: The Two Towers,2002,84.0,"Adventure,Fantasy,Action", English,94000000.0,919148764.0,825148764.0,149226959.42190108,1459167822.4267929,1309940863.0048916
X-Men: Apocalypse,2016,65.0,"Action,Adventure,Science Fiction,Fantasy", English,178000000.0,542537546.0,364537546.0,211810113.87167874,645589547.1793323,433779433.30765355
Alita: Battle Angel,2019,72.0,"Action,Science Fiction,Adventure", English,170000000.0,401900040.0,231900040.0,189907375.89817607,448963423.3516,259056047.45342392
Brave,2012,70.0,"Animation,Adventure,Comedy,Family,Action,Fantasy", English,185000000.0,554606532.0,369606532.0,230123936.16557926,689882368.4701692,459758432.30458987
Monsters University,2013,70.0,"Animation,Family", English,200000000.0,743455810.0,543455810.0,245191172.61983973,911444009.2246639,666252836.6048242
Iron Man,2008,76.0,"Action,Science Fiction,Adventure", English,186000000.0,585171547.0,399171547.0,246725173.36033407,776218018.1672574,529492844.80692333
The Curse of La Llorona,2019,57.0,"Horror,Mystery,Thriller", English,9000000.0,123133739.0,114133739.0,10053919.900491673,137552972.1060053,127499052.20551364
Teenage Mutant Ninja Turtles,2014,59.0,"Science Fiction,Action,Adventure,Comedy", English,125000000.0,485004754.0,360004754.0,150798252.06136796,585102953.1572301,434304701.09586215
The Hobbit: An Unexpected Journey,2012,73.0,"Adventure,Fantasy,Action", English,200000000.0,1014938545.0,814938545.0,248782633.69251812,1262495421.3057616,1013712787.6132435
Spider-Man: Far From Home,2019,75.0,"Action,Adventure,Science Fiction", English,160000000.0,1132107522.0,972107522.0,178736353.78651866,1264679816.1035686,1085943462.3170497
The Hangover Part II,2011,65.0,Comedy, English,80000000.0,586764305.0,506764305.0,101572426.30224195,744988426.579984,643416000.277742
2012,2009,58.0,"Action,Adventure,Science Fiction", English,200000000.0,757677748.0,557677748.0,266243118.90256697,1008632433.7529658,742389314.8503989
White Chicks,2004,69.0,"Comedy,Crime", English,20000000.0,111448997.0,91448997.0,30237691.900476445,168498021.6951562,138260329.79467973
Scream 2,1997,65.0,"Horror,Mystery", English,24000000.0,172363301.0,148363301.0,42705794.39252337,306704653.8884424,263998859.49591905
American Sniper,2015,74.0,"War,Action", English,58000000.0,547326372.0,489326372.0,69887434.23467515,659504066.0009198,589616631.7662446
Last Days in the Desert,2016,57.0,"Adventure,Drama,History", English,124600000.0,375161639.6,250561639.6,148267079.71017513,446421514.62899834,298154434.9188232
Scary Movie 5,2013,48.0,Comedy, English,20000000.0,78378744.0,58378744.0,24519117.261983972,96088880.74915114,71569763.48716716
Annabelle: Creation,2017,66.0,"Horror,Mystery,Thriller", English,15000000.0,305384865.0,290384865.0,17476848.074412532,355810992.6553321,338334144.58091956
Meet Joe Black,1999,73.0,"Fantasy,Drama,Romance", English,85000000.0,44650003.0,-40349997.0,145711734.69387758,76541522.24960986,-69170212.44426772
Dawn of the Planet of the Apes,2014,73.0,"Science Fiction,Action,Drama,Thriller", English,170000000.0,710644566.0,540644566.0,205085622.80346042,857311667.1176755,652226044.3142151
Scream 4,2011,64.0,"Horror,Mystery", English,40000000.0,95989590.0,55989590.0,50786213.151120976,121873694.45071776,71087481.29959679
The Shawshank Redemption,1995,87.0,"Drama,Crime", English,25000000.0,28419159.0,3419159.0,46849573.49081365,53257019.124704726,6407445.633891077
Beauty and the Beast,1992,77.0,"Romance,Family,Animation,Fantasy", English,160000000.0,1268697483.0,1108697483.0,325696364.932288,2582563490.0740204,2256867125.141732
Terminator Genisys,2015,59.0,"Science Fiction,Action,Thriller,Adventure", English,155000000.0,440603537.0,285603537.0,186768143.21335602,530907770.95953035,344139627.74617434
Black Panther,2018,74.0,"Action,Adventure,Science Fiction", English,200000000.0,1336494320.0,1136494320.0,227468768.29399422,1520053584.0115967,1292584815.7176025
Batman v Superman: Dawn of Justice,2016,59.0,"Action,Adventure,Fantasy", English,263000000.0,872395091.0,609395091.0,312955392.96770513,1038101705.4258626,725146312.4581574
A Monster Calls,2017,73.0,"Drama,Fantasy", English,43000000.0,46414530.0,3414530.0,50100297.81331593,54078645.95035085,3978348.137034922
Spider-Man,2002,73.0,"Fantasy,Action", English,139000000.0,821706375.0,682706375.0,220665397.44302392,1304475998.7110896,1083810601.2680657
Scary Movie 2,2001,58.0,Comedy, English,45000000.0,141189101.0,96189101.0,72567899.49181254,227684366.46016377,155116466.96835124
Wrong Turn 2: Dead End,2007,60.0,"Horror,Thriller", English,4000000.0,30361598.0,26361598.0,5509641.0760964975,41820376.86918232,36310735.79308582
Knowing,2009,62.0,"Action,Mystery,Science Fiction,Thriller", English,50000000.0,186450317.0,136450317.0,66560779.72564174,248205569.5922615,181644789.86661977
Annabelle Comes Home,2019,64.0,"Horror,Mystery,Thriller", English,27000000.0,230779191.0,203779191.0,30161759.701475024,257803944.557141,227642184.85566598
The Matrix,1999,82.0,"Action,Science Fiction", English,65000000.0,465974198.0,400974198.0,111426620.64825933,798798926.0372751,687372305.3890157
Despicable Me 2,2013,69.0,"Animation,Comedy,Family", English,76000000.0,975216835.0,899216835.0,93172645.5955391,1195572796.6612937,1102400151.0657547
Pacific Rim: Uprising,2018,61.0,"Action,Fantasy,Science Fiction,Adventure", English,155000000.0,290930148.0,135930148.0,176288295.4278455,330887612.1257472,154599316.6979017
Capturing Avatar,2010,78.0,Documentary, English,101700000.0,716719914.2,615019914.2,133199781.24885352,938711266.3533635,805511485.1045101
The Mummy,1999,69.0,"Adventure,Action,Fantasy", English,195000000.0,409953905.0,214953905.0,334279861.94477797,702765819.3185775,368485957.37379956
Scooby-Doo,2002,60.0,"Mystery,Adventure,Comedy", English,84000000.0,276294164.0,192294164.0,133351750.97276266,438622744.67804337,305270993.7052807
Jurassic World,2015,67.0,"Action,Adventure,Science Fiction,Thriller", English,215000000.0,1669963641.0,1454963641.0,259065488.9733648,2012232312.667003,1753166823.693638
Kingsman: The Golden Circle,2017,70.0,"Action,Adventure,Comedy", English,104000000.0,408803696.0,304803696.0,121172813.3159269,476306672.4833551,355133859.1674282
Spirit: Stallion of the Cimarron,2002,77.0,"Western,Animation,Adventure,Comedy,Family,Drama", English,80000000.0,106515310.0,26515310.0,127001667.5931073,169095274.92745972,42093607.33435242
Project X,2012,68.0,Comedy, English,12000000.0,103028188.0,91028188.0,14926958.021551087,128158119.77603945,113231161.75448836
Tarzan,1999,74.0,"Family,Adventure,Animation,Drama", English,145000000.0,448191819.0,303191819.0,248567076.83073232,768315381.4364047,519748304.60567236
Corpse Bride,2005,75.0,"Romance,Fantasy,Animation", English,30000000.0,114770654.0,84770654.0,43870199.692780346,167833716.9950333,123963517.30225296
Madagascar,2005,69.0,"Family,Animation,Adventure,Comedy", English,75000000.0,556559566.0,481559566.0,109675499.23195086,813879310.0449053,704203810.8129545
The Twilight Saga: Breaking Dawn - Part 1,2011,62.0,"Adventure,Fantasy,Romance", English,110000000.0,712171856.0,602171856.0,139662086.1655827,904212791.9761358,764550705.8105531
Maleficent,2014,71.0,"Fantasy,Adventure,Action,Family,Romance", English,180000000.0,758536735.0,578536735.0,217149482.96836987,915088110.0986966,697938627.1303267
xXx: Return of Xander Cage,2017,61.0,"Action,Adventure,Crime", English,85000000.0,345033359.0,260033359.0,99035472.42167102,402006373.05648255,302970900.6348115
Incredibles 2,2018,75.0,"Action,Adventure,Animation,Family", English,200000000.0,1242805359.0,1042805359.0,227468768.29399422,1413497021.2045264,1186028252.9105322
Cinderella,2015,68.0,"Romance,Fantasy,Family,Drama", English,95000000.0,542351353.0,447351353.0,114470797.45334724,653509388.187493,539038590.7341456
Wreck-It Ralph,2012,73.0,"Family,Animation,Comedy,Adventure", English,165000000.0,496511521.0,331511521.0,205245672.79632744,617617219.2652901,412371546.4689626
The Equalizer,2014,72.0,"Thriller,Action,Crime", English,55000000.0,192903624.0,137903624.0,66351230.907001905,232716234.5240268,166365003.6170249
The Hangover Part III,2013,62.0,Comedy, English,103000000.0,362000072.0,259000072.0,126273453.89921747,443796110.71073204,317522656.8115146
Ice Age: The Meltdown,2006,67.0,"Animation,Family,Comedy,Adventure", English,75000000.0,651899282.0,576899282.0,106248139.8809524,923507814.6963791,817259674.8154267
Blended,2014,69.0,"Comedy,Romance", English,45000000.0,127990741.0,82990741.0,54287370.74209247,154406240.1827141,100118869.44062163
Jurassic World: Fallen Kingdom,2018,66.0,"Action,Adventure,Science Fiction,Thriller", English,170000000.0,1308323302.0,1138323302.0,193348453.04989508,1488013450.1813571,1294664997.1314619
The Meg,2018,62.0,"Action,Science Fiction,Horror", English,178000000.0,527267828.0,349267828.0,202447203.78165483,599684816.981048,397237613.1993931
Coherence,2013,73.0,"Thriller,Science Fiction", English,2037792.0,102617.0,-1935175.0,2498243.0501766424,125803.91280365047,-2372439.137372992
Transformers: The Last Knight,2017,61.0,"Action,Adventure,Science Fiction", English,217000000.0,602893340.0,385893340.0,252831735.47650132,702445020.5503427,449613285.0738414
Jumanji: The Next Level,2019,69.0,"Adventure,Comedy,Fantasy", English,125000000.0,798210215.0,673210215.0,139637776.3957177,891682396.151582,752044619.7558643
Tinker Bell and the Legend of the NeverBeast,2015,72.0,"Adventure,Animation,Family", English,73800000.0,394200421.4,320400421.4,88925735.2848108,474994069.4116161,386068334.12680525
WALL·E,2008,81.0,"Animation,Family,Science Fiction", English,180000000.0,521311860.0,341311860.0,238766296.8003233,691509457.1682699,452743160.3679466
The Hobbit: The Desolation of Smaug,2013,76.0,"Fantasy,Adventure,Action", English,250000000.0,959358436.0,709358436.0,306488965.77479964,1176131099.4278774,869642133.6530777
The Blind Side,2010,77.0,Drama, English,35000000.0,305705794.0,270705794.0,45840632.68151301,400392771.75326526,354552139.07175225
The Case for Christ,2017,69.0,Drama, English,3000000.0,17966760.0,14966760.0,3495369.6148825064,20933488.993962143,17438119.379079636
Unbroken: Path to Redemption,2018,69.0,Drama, English,6000000.0,6216897.0,216897.0,6824063.048819826,7070749.516003138,246686.4671833123
A Quiet Place,2018,74.0,"Horror,Drama,Science Fiction", English,17000000.0,334876670.0,317876670.0,19334845.30498951,380869918.2764718,361535072.9714823
Lilo & Stitch,2002,75.0,"Animation,Family", English,80000000.0,245799997.0,165799997.0,127001667.5931073,390212618.91725963,263210951.32415232
The Lion King II: Simba's Pride,2000,69.0,"Family,Adventure,Animation,Action", English,140700000.0,490644301.8,349944301.8,233352012.195122,813737278.586359,580385266.391237
The Simpsons Movie,2007,70.0,"Animation,Comedy,Family", English,72500000.0,527071022.0,454571022.0,99862244.50424902,725993038.2078402,626130793.7035911
The Mummy Returns,2001,63.0,"Adventure,Action,Fantasy", English,98000000.0,435040395.0,337040395.0,158036758.89328066,701554836.871965,543518077.9786844
In Time,2011,70.0,"Action,Thriller,Science Fiction", English,35000000.0,165103952.0,130103952.0,44437936.507230856,209625112.45911115,165187175.9518803
Taken 3,2015,62.0,"Thriller,Action", English,48000000.0,327656424.0,279656424.0,57837876.60800703,394811496.27360064,336973619.6655936
A Bug's Life,1998,70.0,"Adventure,Animation,Comedy,Family", English,120000000.0,363258859.0,243258859.0,210253987.73006138,636471864.0251842,426217876.29512274
Maleficent: Mistress of Evil,2019,73.0,"Family,Fantasy,Adventure,Action", English,185000000.0,489181357.0,304181357.0,206663909.0656622,546465575.565758,339801666.50009584
Ready Player One,2018,76.0,"Science Fiction,Adventure,Action", English,150000000.0,579055653.0,429055653.0,170601576.22049564,658585380.8079226,487983804.5874269
The Second Coming of Christ,2018,36.0,"Action,Drama", English,47270000.0,329856760.8,282586760.8,53762243.38628553,375160555.46311337,321398312.0768278
Sausage Party,2016,57.0,"Adventure,Animation,Comedy,Fantasy", English,19000000.0,141344255.0,122344255.0,22608944.739111777,168191813.18346965,145582868.44435787
Fight Club,1999,84.0,"Drama,Thriller,Comedy", English,65000000.0,100820947.0,35820947.0,111426620.64825933,172832883.30411166,61406262.65585235
Hercules,1997,75.0,"Animation,Family,Fantasy,Adventure,Comedy,Romance", English,100000000.0,243388614.0,143388614.0,177940809.9688474,433087671.1235515,255146861.1547041
Legion,2010,58.0,"Horror,Action,Fantasy", English,26000000.0,67647574.0,41647574.0,34053041.42055252,88600216.900842,54547175.480289474
From Straight A's to XXX,2017,60.0,"Drama,TV Movie", English,127200000.0,410122022.6,282922022.6,148203671.67101827,477842685.3967323,329639013.72571397
Justice League,2017,61.0,"Action,Adventure,Science Fiction", English,300000000.0,655945209.0,355945209.0,349536961.4882507,764256984.1887851,414720022.70053446
Mad Max: Fury Road,2015,76.0,"Action,Adventure,Science Fiction", English,150000000.0,365769378.0,215769378.0,180743364.40002194,440735919.8281558,259992555.42813388
How to Train Your Dragon 2,2014,77.0,"Fantasy,Action,Adventure,Animation,Comedy,Family", English,145000000.0,614586270.0,469586270.0,174925972.39118683,741428282.0553275,566502309.6641407
Despicable Me,2010,72.0,"Family,Animation,Comedy,Crime", English,69000000.0,543464573.0,474464573.0,90371533.00069708,711793139.0373803,621421606.0366833
Fractured,2019,67.0,Thriller, English,108200000.0,206009040.8,97809040.8,120870459.24813324,230133154.9978135,109262695.74968024
Ralph Breaks the Internet,2018,72.0,"Family,Animation,Comedy,Adventure", English,175000000.0,529221154.0,354221154.0,199035172.25724494,601906420.2775311,402871248.0202862
The Proposal,2009,71.0,"Comedy,Romance,Drama", English,40000000.0,314709717.0,274709717.0,53248623.78051339,418946483.015121,365697859.2346076
Rampage,2018,64.0,"Action,Adventure,Science Fiction", English,120000000.0,427947217.0,307947217.0,136481260.97639653,486723131.7291633,350241870.7527668
Alice in Wonderland,2010,66.0,"Family,Fantasy,Adventure", English,200000000.0,1025491110.0,825491110.0,261946472.46578863,1343118894.04763,1081172421.5818415
Brother Bear,2003,73.0,"Adventure,Animation,Family", English,46000000.0,250397798.0,204397798.0,71398750.0,388654125.65114135,317255375.65114135
Ninja Assassin,2010,65.0,"Action,Thriller", English,50000000.0,62209892.0,12209892.0,65486618.11644716,81478308.80938843,15991690.692941265
Miss Peregrine's Home for Peculiar Children,2016,68.0,"Fantasy,Adventure,Family,Drama", English,110000000.0,296482446.0,186482446.0,130893890.59485765,352797644.091089,221903753.49623138
How to Train Your Dragon,2010,78.0,"Fantasy,Adventure,Animation,Family", English,165000000.0,494870992.0,329870992.0,216105839.78427562,648148553.4002275,432042713.6159519
Scream 3,2000,60.0,"Horror,Mystery", English,40000000.0,161838076.0,121838076.0,66340301.97444833,268409670.82009298,202069368.84564465
Superman/Shazam!: The Return of Black Adam,2010,71.0,"Animation,Action", English,61095923.8,470754235.2,409658311.4,80019308.6072431,616562056.544851,536542747.9376078
Beauty and the Beast,2017,70.0,"Family,Fantasy,Romance", English,160000000.0,1268697483.0,1108697483.0,186419712.7937337,1478188877.5187051,1291769164.7249715
Drag Me to Hell,2009,64.0,"Horror,Thriller", English,30000000.0,90810892.0,60810892.0,39936467.83538505,120888875.58202083,80952407.7466358
Brian Banks,2019,73.0,Drama, English,10000000.0,4376820.0,-5623180.0,11171022.111657416,4889355.299874441,-6281666.811782975
Gladiator,2000,82.0,"Action,Drama,Adventure", English,103000000.0,452282115.0,349282115.0,170826277.58420447,750113302.1685542,579287024.5843498
The Karate Kid,2010,65.0,"Action,Adventure,Drama,Family", English,40000000.0,351774938.0,311774938.0,52389294.49315773,460731020.55485755,408341726.0616998
The Twilight Saga: New Moon,2009,60.0,"Adventure,Fantasy,Drama,Romance", English,50000000.0,687557727.0,637557727.0,66560779.72564174,915287568.3101983,848726788.5845566
The Dark Knight Rises,2012,78.0,"Action,Crime,Drama,Thriller", English,230000000.0,1082228107.0,852228107.0,286100028.7463958,1346197793.5776415,1060097764.8312457
Ice Age: Continental Drift,2012,63.0,"Animation,Comedy,Adventure,Family", English,95000000.0,879765137.0,784765137.0,118171751.00394611,1094351439.0685952,976179688.064649
The Devil Wears Prada,2006,74.0,"Comedy,Drama,Romance", English,35000000.0,326073155.0,291073155.0,49582465.27777778,461928882.451513,412346417.1737352
Pixels,2015,57.0,"Action,Comedy,Science Fiction", English,90000000.0,244041804.0,154041804.0,108446018.64001317,294059578.0614049,185613559.42139173
The Nightmare Before Christmas,1994,78.0,"Fantasy,Animation,Family", English,24000000.0,75634409.0,51634409.0,46250202.42914981,145754446.9524629,99504244.5233131
Limitless,2011,72.0,"Thriller,Mystery,Science Fiction", English,27000000.0,155564919.0,128564919.0,34280693.87700666,197513828.37927172,163233134.50226507
Just Go with It,2011,67.0,"Comedy,Romance", English,80000000.0,214945591.0,134945591.0,101572426.30224195,272906815.0104917,171334388.7082498
Kung Fu Panda 2,2011,69.0,"Animation,Family", English,150000000.0,664837547.0,514837547.0,190448299.31670365,844114534.3202602,653666235.0035566
The Notebook,2004,79.0,"Romance,Drama", English,30000000.0,115937163.0,85937163.0,45356537.85071467,175283610.73046586,129927072.8797512
Superbad,2007,72.0,Comedy, English,17500000.0,169955142.0,152455142.0,24104679.707922176,234097957.86425325,209993278.15633106
Sing,2016,71.0,"Animation,Comedy,Family,Music", English,75000000.0,631064182.0,556064182.0,89245834.49649385,750931327.2458303,661685492.7493365
Kung Fu Panda 3,2016,69.0,"Action,Adventure,Animation,Comedy,Family", English,140000000.0,521170825.0,381170825.0,166592224.3934552,620164335.8980155,453572111.5045603
The Great Wall,2017,60.0,"Action,Adventure,Fantasy", English,150000000.0,334486852.0,184486852.0,174768480.74412534,389718393.0195007,214949912.27537534
Aladdin,2019,71.0,"Adventure,Fantasy,Romance,Family", English,182000000.0,1046587513.0,864587513.0,203312602.43216497,1169145224.9507544,965832622.5185894
The Incredibles,2004,77.0,"Action,Adventure,Animation,Family", English,92000000.0,631441092.0,539441092.0,139093382.74219164,954666059.6598201,815572676.9176284
The Visit,2015,63.0,"Mystery,Thriller,Horror", English,5000000.0,98677816.0,93677816.0,6024778.8133340655,118902403.03657545,112877624.22324137
