Name,Year,Score,Genre,Genre Count,Language,Budget,Revenue,Profit,Thriller,Animation,Adventure,Music,Comedy,History,Drama,Romance,Documentary,Mystery,Family,Fantasy,Action,Science Fiction,War,Horror,TV Movie,Western,Crime
The Florida Project,2017,74.0,Drama,1,English,2000000.0,11275645.0,9275645.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Batman: Mask of the Phantasm,1994,75.0,"Action,Animation,Crime,Mystery",4,English,6000000.0,5617391.0,-382609.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Invisible Sister,2015,68.0,"Fantasy,Adventure,Comedy,TV Movie",4,English,122000000.0,798902641.4,676902641.4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Remains of the Day,1993,74.0,"Drama,Romance",2,English,15000000.0,63954968.0,48954968.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The World's Fastest Indian,2005,76.0,"Drama,Adventure,History",3,English,25000000.0,18991288.0,-6008712.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Blood Ties,2014,61.0,"Thriller,Crime,Drama",3,English,26000000.0,2923959.0,-23076041.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Everyone's Hero,2006,58.0,"Adventure,Animation,Comedy,Family",4,English,35000000.0,16627188.0,-18372812.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fire in the Sky,1993,66.0,"Science Fiction,Drama,Mystery",3,English,15000000.0,19885552.0,4885552.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Scooby-Doo! Abracadabra-Doo,2010,78.0,"Animation,Comedy,Family,Mystery,Fantasy",5,English,145800000.0,1060714737.4,914914737.4,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
I Am a Sex Addict,2005,57.0,"Comedy,Romance",2,English,128000000.0,419965614.6,291965614.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Dangerous Method,2012,63.0,"Drama,Thriller",2,English,20000000.0,14807531.0,-5192469.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Good Man,2014,51.0,Action,1,English,7000000.0,3297830.6,-3702169.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Private Valentine: Blonde & Dangerous,2009,64.0,Comedy,1,English,30000000.0,103971.0,-29896029.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role Models,2009,65.0,Comedy,1,English,28000000.0,94500826.0,66500826.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killing Season,2013,55.0,"Action,Thriller",2,English,4760000.0,39881.0,-4720119.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Twin Peaks: Fire Walk with Me,1992,73.0,"Drama,Mystery,Horror",3,English,10000000.0,4184990.0,-5815010.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Fred Claus,2007,58.0,"Action,Comedy,Drama",3,English,100000000.0,97838349.0,-2161651.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Under the Sea: A Descendants Story,2018,76.0,"Music,TV Movie,Fantasy",3,English,106000000.0,364944575.0,258944575.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Cottage Country,2013,53.0,"Action,Comedy,Crime,Romance,Thriller,Horror",6,English,63200000.0,442527846.4,379327846.4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
Absolutely Anything,2015,59.0,"Comedy,Science Fiction",2,English,22403300.6,6303792.0,-16099508.600000001,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hackers,1996,63.0,"Action,Crime,Thriller,Drama",4,English,20000000.0,7563728.0,-12436272.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Derailed,2006,63.0,"Drama,Thriller",2,English,22000000.0,57520063.0,35520063.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Minions: Home Makeover,2010,68.0,"Animation,Family,Comedy",3,English,112200000.0,663675216.8,551475216.8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Superior Firepower: Making 'Aliens',2003,76.0,Documentary,1,English,62400000.0,804760468.6,742360468.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Covenant,2006,55.0,"Fantasy,Horror,Adventure,Action",4,English,20000000.0,38164784.0,18164784.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Agent Cody Banks,2004,54.0,"Action,Adventure,Comedy,Crime,Family,Romance",6,English,25000000.0,58240458.0,33240458.0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
Miss Bala,2019,64.0,Action,1,English,15000000.0,15364632.0,364632.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Jurassic Games,2018,47.0,"Science Fiction,Action,Horror",3,English,28000000.0,1174698.8,-26825301.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Team America: World Police,2004,67.0,"Adventure,Action,Comedy",3,English,20000000.0,50948811.0,30948811.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nancy Drew and the Hidden Staircase,2019,66.0,"Crime,Family,Comedy,Mystery",4,English,17000000.0,624549.0,-16375451.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Temptation: Confessions of a Marriage Counselor,2013,65.0,Drama,1,English,95600000.0,305560367.8,209960367.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Our House,2018,56.0,"Horror,Drama,Thriller",3,English,78000000.0,716266600.8,638266600.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Air Bud,1997,55.0,"Comedy,Family",2,English,3000000.0,27788649.0,24788649.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Black Sheep,2007,57.0,"Horror,Comedy",2,English,5580000.0,4947717.0,-632283.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Final Score,2018,61.0,"Action,Thriller",2,English,20000000.0,239332447.0,219332447.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Magic in the Moonlight,2014,65.0,"Comedy,Drama,Romance",3,English,16800000.0,51029361.0,34229361.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
No Reservations,2007,65.0,"Comedy,Romance,Drama",3,English,28000000.0,91943956.0,63943956.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Upside Down,2013,63.0,"Romance,Science Fiction,Drama,Fantasy",4,English,50000000.0,26387039.0,-23612961.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
Max Payne,2008,54.0,"Crime,Action,Drama,Thriller",4,English,35000000.0,87775050.0,52775050.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
King of New York,1990,67.0,"Thriller,Crime",2,English,119200000.0,217489781.0,98289781.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lakeview Terrace,2008,59.0,"Drama,Crime,Thriller",3,English,20000000.0,44821299.0,24821299.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sudden Death,1996,59.0,Action,1,English,35000000.0,64350171.0,29350171.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Assimilate,2019,65.0,"Horror,Thriller,Science Fiction",3,English,91400000.0,433532498.2,342132498.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Snow Buddies,2008,61.0,"Family,Adventure",2,English,4000000.0,50802372.0,46802372.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cell,2016,47.0,"Horror,Science Fiction,Thriller",3,English,4385000.0,1133031.0,-3251969.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Disney Princess Enchanted Tales: Follow Your Dreams,2007,66.0,"Animation,Family,Fantasy",3,English,118800000.0,439832736.4,321032736.4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
50/50,2012,72.0,"Comedy,Drama",2,English,8000000.0,41334735.0,33334735.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The 9th Life of Louis Drax,2017,64.0,"Fantasy,Mystery,Thriller,Drama",4,English,108000000.0,413080320.2,305080320.2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
The Midnight Meat Train,2008,61.0,"Horror,Mystery,Fantasy",3,English,15000000.0,3533227.0,-11466773.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Lego DC Batman: Family Matters,2019,71.0,"Animation,Family,Action,Comedy",4,English,96800000.0,762961688.8,666161688.8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Hellraiser: Judgment,2018,51.0,Horror,1,English,350000.0,426290.0,76290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vegas Vacation,1997,61.0,Comedy,1,English,25000000.0,36400360.0,11400360.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fear,1996,64.0,Thriller,1,English,87400000.0,431611098.0,344211098.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breakdown,1997,68.0,"Crime,Drama,Mystery,Thriller",4,English,36000000.0,50159144.0,14159144.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Acts of Vengeance,2017,59.0,"Thriller,Action,Drama",3,English,10000000.0,320705.0,-9679295.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Quills,2000,71.0,Drama,1,English,13500000.0,11732088.0,-1767912.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Reprisal,2018,53.0,"Action,Thriller,Crime",3,English,123800000.0,697811060.8,574011060.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
The Intern - A Summer of Lust,2019,52.0,Drama,1,English,111940000.0,638332462.6,526392462.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hole in One,2009,41.0,Comedy,1,English,69200000.0,160644775.4,91444775.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster High: Great Scarrier Reef,2016,77.0,"Family,Animation",2,English,105640000.0,909434313.0,803794313.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
What a Girl Wants,2003,62.0,"Comedy,Romance,Drama,Family",4,English,25000000.0,37216643.0,12216643.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
The Spy Who Dumped Me,2018,64.0,"Action,Comedy",2,English,40000000.0,78998245.0,38998245.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Model Kidnapping,2019,59.0,"Thriller,TV Movie",2,English,147400000.0,488588497.4,341188497.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Pirates! In an Adventure with Scientists!,2012,64.0,"Animation,Adventure,Family,Comedy",4,English,60000000.0,123054041.0,63054041.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"A Fairly Odd Movie: Grow Up, Timmy Turner!",2011,49.0,"Family,Fantasy,TV Movie",3,English,122800000.0,574573700.2,451773700.20000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Think Like a Man Too,2014,64.0,"Comedy,Romance",2,English,24000000.0,70027933.0,46027933.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Uncanny Annie,2019,62.0,"Horror,TV Movie",2,English,73400000.0,248833858.4,175433858.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Sing Street,2016,79.0,"Comedy,Romance,Drama,Music",4,English,4000000.0,13624522.0,9624522.0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Monster Family,2017,60.0,"Animation,Family,Fantasy,Comedy",4,English,21203585.6,26441892.0,5238306.3999999985,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Hotel for Dogs,2009,61.0,"Comedy,Family",2,English,35000000.0,122357172.0,87357172.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Game Over, Man!",2018,55.0,"Action,Comedy",2,English,68800000.0,213739675.2,144939675.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
My Cousin Rachel,2017,57.0,"Drama,Romance",2,English,9806709.8,9200168.0,-606541.8000000007,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Darkest Hour,2011,53.0,"Horror,Action,Thriller,Science Fiction",4,English,34800000.0,64626786.0,29826786.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Go,1999,68.0,"Crime,Comedy,Thriller",3,English,6500000.0,28451622.0,21951622.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
In the Name of the Father,1994,79.0,Drama,1,English,13000000.0,65796862.0,52796862.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fright Night,2011,62.0,"Horror,Comedy",2,English,30000000.0,40520649.0,10520649.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dolores Claiborne,1995,73.0,"Crime,Drama,Mystery",3,English,102800000.0,457793077.4,354993077.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Aloha,2015,55.0,"Drama,Comedy,Romance",3,English,37000000.0,25387091.0,-11612909.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dark Crimes,2018,45.0,"Drama,Thriller",2,English,4480393.0,2264858.8,-2215534.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Two Popes,2019,75.0,"Drama,Comedy,History",3,English,515001.4,232638.0,-282363.4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
About Cherry,2012,45.0,Drama,1,English,2500000.0,8315.0,-2491685.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Taking of Pelham 1 2 3,2009,63.0,"Thriller,Crime,Action",3,English,100000000.0,150166126.0,50166126.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Father of the Year,2018,54.0,Comedy,1,English,76000000.0,152911218.6,76911218.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afro Samurai: Resurrection,2009,70.0,"Animation,Action",2,English,150000000.0,434975079.6,284975079.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pooh's Grand Adventure: The Search for Christopher Robin,1997,72.0,"Animation,Family,Adventure",3,English,69500000.0,573242065.6,503742065.6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sense and Sensibility,1996,75.0,"Drama,Romance",2,English,16500000.0,134993774.0,118493774.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Solomon Kane,2010,60.0,"Adventure,Fantasy,Action",3,English,40000000.0,22024849.0,-17975151.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Life-Size,2000,62.0,"TV Movie,Family,Comedy,Fantasy",4,English,7000000.0,146599211.4,139599211.4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Doctor Strange,2007,68.0,"Action,Animation,Fantasy,Science Fiction",4,English,165000000.0,676343174.0,511343174.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
A Perfect Ending,2012,64.0,"Drama,Romance",2,English,175000.0,183640445.6,183465445.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Polaroid,2019,60.0,"Horror,Thriller,Mystery",3,English,143400000.0,431166526.6,287766526.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Flight of the Phoenix,2005,60.0,"Action,Adventure,Drama,Thriller",4,English,75000000.0,34009180.0,-40990820.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Repossessed,1990,51.0,"Comedy,Horror",2,English,3900000.0,1382462.0,-2517538.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lake Placid: Legacy,2018,52.0,"Horror,Action,Science Fiction,TV Movie",4,English,173000000.0,287132333.8,114132333.80000001,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Vampires,1998,63.0,"Action,Fantasy,Horror",3,English,20000000.0,20268825.0,268825.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
100 Streets,2016,62.0,Drama,1,English,110800000.0,408974526.0,298174526.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Color of Night,1995,58.0,"Romance,Thriller,Mystery",3,English,40000000.0,19726050.0,-20273950.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Blindness,2008,65.0,"Drama,Mystery,Science Fiction,Thriller",4,English,25000000.0,20052958.0,-4947042.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Something's Gotta Give,2004,66.0,"Drama,Comedy,Romance",3,English,80000000.0,266685242.0,186685242.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Shakespeare in Love,1999,69.0,"Romance,History,Comedy",3,English,26000000.0,279500000.0,253500000.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Bone Tomahawk,2015,68.0,"Western,Horror",2,English,2000000.0,475846.0,-1524154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
The Thaw,2009,57.0,"Horror,Science Fiction,Thriller",3,English,154400000.0,397125734.6,242725734.60000002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Chill Out, Scooby-Doo!",2007,76.0,"Family,Comedy,Animation,Adventure,Mystery",5,English,125800000.0,738390235.2,612590235.2,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Brimstone,2017,71.0,"Western,Mystery,Thriller,Drama",4,English,13000000.0,158013832.2,145013832.2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Romeo & Juliet,2013,68.0,"Romance,Drama",2,English,52260004.0,1162635.0,-51097369.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Do-Over,2016,57.0,"Action,Adventure,Comedy",3,English,131800000.0,341078050.0,209278050.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
In the Blood,2014,59.0,"Action,Crime,Thriller",3,English,10000000.0,68082313.2,58082313.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bingo,1991,50.0,"Action,Adventure,Comedy,Family",4,English,10000000.0,8667684.0,-1332316.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Charlie Wilson's War,2008,66.0,"Comedy,Drama,History",3,English,75000000.0,119483446.0,44483446.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Love Witch,2016,64.0,"Fantasy,Romance,Horror,Comedy",4,English,37445000.0,228894.0,-37216106.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Disclosure,1995,62.0,"Thriller,Drama,Crime",3,English,55000000.0,212200000.0,157200000.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Stuber,2019,67.0,"Action,Comedy",2,English,16000000.0,29634023.0,13634023.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Normal,2008,55.0,Drama,1,English,2500000.0,6637749.8,4137749.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Open Water 2: Adrift,2007,55.0,"Drama,Horror,Thriller",3,English,1200000.0,1382654.2,182654.19999999995,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Falling Inn Love,2019,65.0,"Romance,Comedy",2,English,81000000.0,383536021.0,302536021.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tolkien,2019,70.0,"War,Drama,Romance",3,English,20000000.0,8969227.0,-11030773.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Life of Crime,2014,57.0,"Comedy,Crime",2,English,12000000.0,265452.0,-11734548.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nim's Island,2008,59.0,"Adventure,Comedy,Family,Fantasy",4,English,37000000.0,101857425.0,64857425.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
The Captive,2014,58.0,"Drama,Thriller,Crime",3,English,12670000.0,1075178.0,-11594822.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Company of Heroes,2013,53.0,"Action,Drama,War",3,English,71400000.0,451651282.2,380251282.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Serial Mom,1994,68.0,"Comedy,Crime,Thriller",3,English,13000000.0,7881335.0,-5118665.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Last Summer,2019,60.0,"Romance,Comedy",2,English,82000000.0,322575336.8,240575336.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Analyze This,1999,65.0,"Comedy,Crime",2,English,30000000.0,176885658.0,146885658.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Homeward Bound II: Lost in San Francisco,1996,65.0,"Adventure,Comedy,Drama,Family",4,English,52000000.0,32709423.0,-19290577.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Siege,1998,63.0,"Drama,Action,Thriller,Crime",4,English,70000000.0,116625798.0,46625798.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
The Land Before Time IX: Journey to Big Water,2002,63.0,"Animation,Adventure,Family",3,English,131400000.0,262387752.0,130987752.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jackie Chan: My Story,1998,63.0,Documentary,1,English,90000000.0,433079565.6,343079565.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Wedding Planner,2001,59.0,"Comedy,Romance",2,English,28000000.0,94728529.0,66728529.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tom and Jerry: Shiver Me Whiskers,2006,69.0,"Family,Animation,Comedy",3,English,122900000.0,587489065.0,464589065.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Children of the Living Dead,2001,34.0,Horror,1,English,500000.0,1240261.6,740261.6000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Children of the Corn V: Fields of Terror,1998,40.0,"Horror,Thriller",2,English,1650000.0,1240261.6,-409738.3999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sleeping with the Enemy,1991,65.0,"Drama,Crime,Thriller",3,English,19000000.0,174999005.0,155999005.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Barbershop: The Next Cut,2016,63.0,"Comedy,Drama",2,English,20000000.0,54404202.0,34404202.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Agent Cody Banks 2: Destination London,2004,55.0,"Comedy,Action,Adventure,Family,Romance",5,English,26000000.0,28703083.0,2703083.0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
My Best Friend's Girl,2008,57.0,"Romance,Comedy",2,English,20000000.0,34787111.0,14787111.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Horse Whisperer,1998,69.0,"Adventure,Drama,Romance",3,English,60000000.0,186883563.0,126883563.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
iBoy,2017,60.0,"Action,Science Fiction",2,English,1500000.0,23533154.4,22033154.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Dope,2015,71.0,"Crime,Drama,Comedy",3,English,7000000.0,18190831.0,11190831.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Out of Sight,1998,67.0,"Romance,Comedy,Crime",3,English,48000000.0,77562568.0,29562568.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
White Noise,2005,56.0,"Drama,Horror,Thriller",3,English,10000000.0,92094360.0,82094360.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Winnie the Pooh: A Valentine for You,1999,65.0,"Animation,Family",2,English,147000000.0,790320116.8,643320116.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mickey's Magical Christmas: Snowed in at the House of Mouse,2001,69.0,"Animation,Family,Comedy",3,English,116400000.0,187299322.0,70899322.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Executive Decision,1996,63.0,"Action,Adventure,Drama,Thriller",4,English,55000000.0,122079192.0,67079192.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Phantom,1996,52.0,"Adventure,Action",2,English,45000000.0,17220599.0,-27779401.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Private War,2019,68.0,"Drama,War",2,English,140040000.0,526730825.6,386690825.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Wizards Return: Alex vs. Alex,2013,69.0,"Family,Comedy,TV Movie,Fantasy",4,English,122000000.0,677272491.4,555272491.4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Cypher,2003,67.0,"Thriller,Science Fiction",2,English,7500000.0,898365.0,-6601635.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LEGO® Scooby-Doo! Blowout Beach Bash,2017,74.0,"Animation,Comedy,Family,Mystery",4,English,114600000.0,316508149.8,201908149.8,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Marvel One-Shot: Agent Carter,2013,73.0,"Action,Adventure,Science Fiction,Fantasy",4,English,135000000.0,616914789.8,481914789.79999995,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
The Shepherd: Border Patrol,2008,60.0,"Action,Crime,Thriller",3,English,8500000.0,41221919.2,32721919.200000003,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Stay,2005,66.0,"Mystery,Thriller,Drama",3,English,50000000.0,8342132.0,-41657868.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Swiss Army Man,2016,69.0,"Comedy,Drama,Romance,Fantasy,Adventure",5,English,3000000.0,5837111.0,2837111.0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Mockingbird,2014,47.0,"Horror,Thriller",2,English,118800000.0,452580073.2,333780073.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Morgan,2016,58.0,"Horror,Science Fiction,Thriller",3,English,8000000.0,7298786.0,-701214.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
