Name,Year,Score,Genre,Genre Count,Language,Budget,Revenue,Profit,Thriller,Animation,Adventure,Music,Comedy,History,Drama,Romance,Documentary,Mystery,Family,Fantasy,Action,Science Fiction,War,Horror,TV Movie,Western,Crime
Comrade,2006,60.0,"Action,Drama",2,English,92200000.0,254504167.2,162304167.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Batman: The Dark Knight Returns, Part 1",2012,77.0,"Science Fiction,Action,Animation,Mystery",4,English,3500000.0,57369282.4,53869282.4,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
The Letters,2015,59.0,Drama,1,English,88000000.0,503089616.8,415089616.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scooby-Doo 2: Monsters Unleashed,2004,60.0,"Mystery,Fantasy,Adventure,Comedy",4,English,25000000.0,180856996.0,155856996.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The Possession of Hannah Grace,2018,56.0,"Horror,Drama",2,English,6000000.0,42873730.0,36873730.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Fantastic Four,2005,58.0,"Action,Adventure,Fantasy,Science Fiction",4,English,87500000.0,333132750.0,245632750.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Army of Darkness,1993,73.0,"Fantasy,Horror,Comedy",3,English,11000000.0,21502976.0,10502976.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Tomb Raider,2018,64.0,"Action,Adventure,Fantasy",3,English,90000000.0,273477501.0,183477501.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
One Day,2011,74.0,"Drama,Romance",2,English,15000000.0,59168692.0,44168692.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Curse of Chucky,2013,59.0,"Horror,Thriller",2,English,5000000.0,3800000.0,-1200000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Species,1995,59.0,"Science Fiction,Horror,Action",3,English,35000000.0,113354449.0,78354449.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Event Horizon,1997,65.0,"Horror,Science Fiction,Mystery",3,English,60000000.0,26673954.0,-33326046.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Scooby-Doo! Curse of the Lake Monster,2011,62.0,"Mystery,Fantasy,Comedy,Adventure",4,English,76104000.0,510307974.8,434203974.8,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Widows,2019,65.0,"Crime,Thriller",2,English,40000000.0,75984700.0,35984700.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Leprechaun 3,1995,59.0,"Comedy,Horror",2,English,166940000.0,321181281.8,154241281.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Countdown,2019,63.0,"Horror,Thriller",2,English,6500000.0,42176201.0,35676201.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Evan Almighty,2007,56.0,"Fantasy,Comedy,Family",3,English,175000000.0,174131329.0,-868671.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Mr. Peabody & Sherman,2014,67.0,"Animation,Adventure,Family",3,English,145000000.0,269806430.0,124806430.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Passengers,2016,69.0,"Drama,Romance,Science Fiction",3,English,110000000.0,302239672.0,192239672.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
The Terminal,2004,73.0,"Comedy,Drama",2,English,75000000.0,218673959.0,143673959.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Hunchback of Notre Dame II,2002,54.0,"Animation,Family,Comedy",3,English,129000000.0,386147462.8,257147462.8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bad Lieutenant: Port of Call - New Orleans,2009,61.0,"Drama,Crime",2,English,25000000.0,10589102.0,-14410898.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Garfield: A Tail of Two Kitties,2006,55.0,"Animation,Comedy,Family,Adventure",4,English,60000000.0,147985373.0,87985373.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Transporter 3,2009,61.0,"Action,Adventure,Thriller,Crime",4,English,40000000.0,112930957.0,72930957.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Barbie: Spy Squad,2016,69.0,"Action,Animation,Family",3,English,171580000.0,545463332.8,373883332.79999995,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Regular Show: The Movie,2015,79.0,"Animation,Comedy,Science Fiction,TV Movie",4,English,3000000.0,57447844.8,54447844.8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The Bourne Ultimatum,2007,74.0,"Action,Drama,Mystery,Thriller",4,English,130000000.0,444043396.0,314043396.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
V for Vendetta,2006,79.0,"Action,Thriller,Science Fiction",3,English,50000000.0,130214162.0,80214162.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AVP: Alien vs. Predator,2004,59.0,"Adventure,Science Fiction,Action,Horror",4,English,70000000.0,177427090.0,107427090.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Pandemic,2016,49.0,"Action,Science Fiction,Horror",3,English,136400000.0,856238148.4,719838148.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Dungeons & Dragons: The Book of Vile Darkness,2012,43.0,"Adventure,Fantasy,TV Movie",3,English,12000000.0,1647997.6,-10352002.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Double Impact,1991,61.0,"Thriller,Action,Crime,Drama",4,English,16000000.0,29090445.0,13090445.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
The Greatest Showman,2017,79.0,Drama,1,English,84000000.0,430782826.0,346782826.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Freaky Friday,2003,64.0,"Comedy,Family,Fantasy",3,English,26000000.0,160822438.0,134822438.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
RED 2,2013,65.0,"Action,Comedy,Crime,Thriller",4,English,84000000.0,141507355.0,57507355.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Atomic Blonde,2017,64.0,"Action,Thriller",2,English,30000000.0,98345423.0,68345423.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Last Witch Hunter,2015,59.0,"Fantasy,Action,Adventure",3,English,80000000.0,130818912.0,50818912.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Magic Mike XXL,2015,62.0,"Comedy,Drama",2,English,14500000.0,123580421.0,109080421.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Idiocracy,2007,63.0,"Comedy,Science Fiction,Adventure",3,English,2400000.0,500296.0,-1899704.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Basic Instinct,1992,69.0,"Thriller,Mystery",2,English,49000000.0,352927224.0,303927224.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Infidelity in Suburbia,2017,64.0,"Thriller,TV Movie",2,English,51400000.0,286421986.2,235021986.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hostel,2006,59.0,Horror,1,English,4800000.0,82241110.0,77441110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Level 16,2019,68.0,"Science Fiction,Thriller",2,English,53740900.0,15575.0,-53725325.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Leroy & Stitch,2006,66.0,"Animation,Comedy,Family",3,English,122000000.0,515729606.2,393729606.2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Space Jam,1996,68.0,"Family,Animation,Comedy,Science Fiction",4,English,80000000.0,250180384.0,170180384.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Polar,2019,62.0,"Action,Crime,Drama",3,English,148400000.0,501522732.2,353122732.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Togo,2019,82.0,"Adventure,Family",2,English,117740000.0,762058691.2,644318691.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blue Lagoon: The Awakening,2012,65.0,"Drama,Adventure,Romance,TV Movie",4,English,139800000.0,608762687.2,468962687.20000005,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Donnie Darko,2002,78.0,"Fantasy,Drama,Mystery",3,English,4500000.0,7510154.0,3010154.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
mother!,2017,70.0,"Drama,Horror,Mystery",3,English,30000000.0,44516999.0,14516999.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Planes: Fire & Rescue,2014,61.0,"Animation,Comedy,Adventure,Family",4,English,50000000.0,151165787.0,101165787.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Transporter Refueled,2015,55.0,"Action,Thriller,Crime",3,English,22000000.0,69698495.0,47698495.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Sniper: Ultimate Kill,2017,65.0,Action,1,English,80000000.0,380935822.8,300935822.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Demolition Man,1993,67.0,"Crime,Action,Science Fiction",3,English,57000000.0,58055768.0,1055768.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Unfaithful,2002,66.0,"Thriller,Drama",2,English,50000000.0,119114494.0,69114494.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Ark,2015,63.0,"TV Movie,Drama",2,English,128200000.0,563428871.8,435228871.79999995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Thing,2011,62.0,"Horror,Science Fiction,Mystery,Thriller",4,English,38000000.0,27573078.0,-10426922.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Jason Bourne,2016,63.0,"Action,Thriller,Mystery",3,English,120000000.0,416168316.0,296168316.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Hateful Eight,2016,77.0,"Drama,Mystery,Western",3,English,62000000.0,151813358.0,89813358.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Down,2019,69.0,"Horror,Drama,Thriller",3,English,1.0,257720413.2,257720412.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Snatch,2000,78.0,"Crime,Comedy",2,English,10000000.0,83593107.0,73593107.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Shape of Water,2017,72.0,"Drama,Fantasy,Romance",3,English,19500000.0,195790794.0,176290794.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Lockout,2012,59.0,"Action,Thriller,Science Fiction",3,English,20000000.0,33943049.0,13943049.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Ace Ventura: Pet Detective,1994,65.0,"Comedy,Adventure",2,English,12000000.0,107217396.0,95217396.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enemy at the Gates,2001,74.0,"Drama,War,History",3,English,85000000.0,96971293.0,11971293.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Tooth Fairy,2010,55.0,"Comedy,Family,Fantasy",3,English,48000000.0,112610386.0,64610386.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
The League of Extraordinary Gentlemen,2003,60.0,"Fantasy,Action,Thriller,Science Fiction",4,English,78000000.0,179265204.0,101265204.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Clown,2016,57.0,Horror,1,English,6100000.0,4381603.0,-1718397.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Time Trap,2017,62.0,"Science Fiction,Adventure",2,English,178400000.0,451435551.0,273035551.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Deuce Bigalow: European Gigolo,2005,52.0,Comedy,1,English,22000000.0,45273464.0,23273464.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of the Witch,2017,47.0,"Horror,TV Movie",2,English,102600000.0,830215344.6,727615344.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
We Were Soldiers,2002,71.0,"Action,History,War",3,English,70000000.0,114658262.0,44658262.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
The Silence,2019,60.0,"Horror,Drama,Thriller,Fantasy",4,English,6320000.0,2325977.0,-3994023.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
50 First Dates,2004,68.0,"Comedy,Romance",2,English,75000000.0,196320329.0,121320329.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Dog's Way Home,2019,73.0,"Drama,Adventure,Family",3,English,18000000.0,17643857.0,-356143.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Rings,2017,50.0,Horror,1,English,25000000.0,82917283.0,57917283.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Barbie: The Princess & The Popstar,2012,72.0,"Family,Animation",2,English,139000000.0,306818621.4,167818621.39999998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hummingbird,2013,62.0,"Action,Thriller",2,English,20000000.0,8352885.0,-11647115.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Logan Lucky,2017,67.0,"Comedy,Crime,Action,Drama",4,English,29000000.0,49046121.0,20046121.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Hot Girls Wanted,2015,60.0,Documentary,1,English,81000000.0,345336673.4,264336673.39999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Doomsday,2008,60.0,"Action,Thriller,Science Fiction",3,English,33000000.0,21621188.0,-11378812.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Frankenweenie,2012,69.0,"Animation,Comedy,Family",3,English,39000000.0,81150788.0,42150788.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2 Guns,2013,65.0,"Action,Comedy,Crime",3,English,61000000.0,132493015.0,71493015.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"I, Tonya",2018,75.0,Drama,1,English,11000000.0,53797409.0,42797409.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Horrible Bosses 2,2014,62.0,Comedy,1,English,40000000.0,105945357.0,65945357.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Cinderella Story,2010,65.0,"Comedy,Family,Romance",3,English,19000000.0,70112484.0,51112484.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
American Beauty,2000,80.0,Drama,1,English,15000000.0,356258047.0,341258047.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Reservoir Dogs,1993,81.0,"Crime,Thriller",2,English,1200000.0,2990680.0,1790680.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Paddington 2,2017,75.0,"Adventure,Comedy,Family",3,English,40000000.0,227300000.0,187300000.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Knight's Tale,2001,69.0,"Adventure,Drama,Romance,Action",4,English,65000000.0,117487473.0,52487473.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Dora and the Lost City of Gold,2019,67.0,"Adventure,Comedy,Family,Fantasy",4,English,49000000.0,120592276.0,71592276.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
High School Musical,2006,66.0,"Comedy,Drama,Family,Music,Romance,TV Movie",6,English,4200000.0,5940.0,-4194060.0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
Ghost Ship,2002,59.0,"Horror,Mystery,Thriller",3,English,20000000.0,68349884.0,48349884.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
EverAfter,1998,74.0,"Drama,Romance,Comedy",3,English,26000000.0,65705772.0,39705772.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Jack Ryan: Shadow Recruit,2014,61.0,"Action,Drama,Thriller",3,English,60000000.0,131377412.0,71377412.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
A Time to Kill,1996,74.0,"Crime,Drama,Thriller",3,English,40000000.0,152266007.0,112266007.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Into the Storm,2014,60.0,"Action,Thriller",2,English,50000000.0,150429371.0,100429371.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Stonehearst Asylum,2014,68.0,"Thriller,Mystery,Horror",3,English,20770500.6,2478806.0,-18291694.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Rookie of the Year,1993,61.0,"Family,Comedy",2,English,31000000.0,56500758.0,25500758.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dominion: Prequel to The Exorcist,2005,53.0,Horror,1,English,30000000.0,251495.0,-29748505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Horrible Bosses,2011,66.0,"Comedy,Crime",2,English,35000000.0,212417601.0,177417601.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Mechanic,2011,65.0,"Action,Thriller,Crime",3,English,42500000.0,76347393.0,33847393.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
The Adventures of Tintin,2011,69.0,"Adventure,Animation,Mystery",3,English,130000000.0,373993951.0,243993951.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DodgeBall: A True Underdog Story,2004,63.0,Comedy,1,English,20000000.0,167722310.0,147722310.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greta,2019,66.0,"Mystery,Thriller,Horror",3,English,100600000.0,755799553.0,655199553.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Us,2019,70.0,"Horror,Thriller,Mystery",3,English,20000000.0,256022707.0,236022707.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Leatherface,2017,55.0,"Horror,Thriller,Mystery",3,English,2200000.0,1476843.0,-723157.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Barbie in the Pink Shoes,2017,68.0,"Animation,Family",2,English,98140000.0,494358731.6,396218731.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Little Prince,2015,76.0,"Adventure,Animation,Fantasy,Family",4,English,77500000.0,102028919.0,24528919.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Into the Wild,2007,78.0,"Adventure,Drama",2,English,20000000.0,56822960.0,36822960.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tremors,1990,69.0,"Horror,Comedy,Action,Science Fiction",4,English,10000000.0,16667391.0,6667391.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Stuart Little 2,2002,57.0,"Family,Adventure,Animation,Comedy",4,English,120000000.0,166000000.0,46000000.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Herbie Fully Loaded,2005,57.0,"Comedy,Family,Adventure,Fantasy,Romance",5,English,50000000.0,144146816.0,94146816.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Pocahontas II: Journey to a New World,1998,55.0,"Family,Adventure,Animation,Romance",4,English,135200000.0,198788188.2,63588188.19999999,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
John Q,2002,71.0,"Drama,Thriller,Crime",3,English,36000000.0,102244770.0,66244770.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Perks of Being a Wallflower,2012,78.0,Drama,1,English,13000000.0,33069303.0,20069303.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tomorrow Never Dies,1998,63.0,"Adventure,Action,Thriller",3,English,110000000.0,339504276.0,229504276.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hellboy II: The Golden Army,2008,68.0,"Fantasy,Action",2,English,82500000.0,160388063.0,77888063.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
American Pie: Revealed,2004,59.0,"Documentary,Comedy",2,English,147400000.0,742474776.0,595074776.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Back to the Future Part III,1990,75.0,"Adventure,Comedy,Science Fiction",3,English,40000000.0,244087259.0,204087259.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Neighbors,2014,62.0,Comedy,1,English,18000000.0,270944428.0,252944428.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Sparrow,2018,65.0,"Mystery,Thriller",2,English,69000000.0,145951861.0,76951861.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Unborn,2009,52.0,"Horror,Thriller,Mystery",3,English,16000000.0,78208812.0,62208812.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Lights Out,2016,63.0,"Horror,Thriller,Mystery",3,English,5000000.0,148806510.0,143806510.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Scary Stories to Tell in the Dark,2019,65.0,"Horror,Thriller",2,English,28000000.0,95592669.0,67592669.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Homefront,2013,69.0,"Action,Thriller",2,English,22000000.0,51695362.0,29695362.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Arthur and the Invisibles,2007,64.0,"Adventure,Fantasy,Animation,Family",4,English,86000000.0,107944236.0,21944236.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
The Dictator,2012,62.0,Comedy,1,English,65000000.0,180148897.0,115148897.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Exorcist III,1990,62.0,"Horror,Mystery",2,English,9300000.0,39024251.0,29724251.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Starship Troopers,1998,70.0,"Adventure,Action,Thriller,Science Fiction",4,English,105000000.0,121100000.0,16100000.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
The Rugrats Movie,1998,62.0,"Family,Animation,Comedy,Adventure",4,English,28000000.0,140894685.0,112894685.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frozen Fever,2015,68.0,"Animation,Family,Adventure,Comedy",4,English,90000000.0,416291033.2,326291033.2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Case 39,2009,63.0,"Horror,Mystery,Thriller",3,English,27000000.0,28773827.0,1773827.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A Star Is Born,2018,75.0,"Music,Drama,Romance",3,English,36000000.0,433888866.0,397888866.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Hallow,2015,57.0,"Fantasy,Horror",2,English,110800000.0,522453380.4,411653380.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Soul Surfer,2011,70.0,"Family,Drama",2,English,18000000.0,47135489.0,29135489.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dark Shadows,2012,60.0,"Comedy,Fantasy",2,English,150000000.0,245564215.0,95564215.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Red Riding Hood,2011,60.0,"Fantasy,Thriller,Horror",3,English,42000000.0,91678442.0,49678442.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Spider-Man 2,2004,72.0,"Action,Adventure,Fantasy",3,English,200000000.0,794697557.0,594697557.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Casino,1996,80.0,"Crime,Drama",2,English,52000000.0,110400000.0,58400000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Sorcerer's Apprentice,2010,61.0,"Fantasy,Adventure,Action",3,English,160000000.0,217986320.0,57986320.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Powder,1996,69.0,"Drama,Fantasy,Science Fiction,Thriller",4,English,9500000.0,30862156.0,21362156.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
The Spiderwick Chronicles,2008,66.0,"Family,Adventure,Fantasy",3,English,92500000.0,162839667.0,70339667.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
The Descent: Part 2,2010,59.0,"Adventure,Horror,Thriller",3,English,6000200.0,7048886.0,1048686.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Animal,2001,51.0,Comedy,1,English,22000000.0,55762229.0,33762229.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie's Angels,2000,58.0,"Action,Adventure,Comedy,Crime,Thriller",5,English,90000000.0,259736090.0,169736090.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Cult of Chucky,2017,58.0,"Horror,Thriller",2,English,6500000.0,2200000.0,-4300000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Primer,2005,68.0,"Science Fiction,Drama,Thriller",3,English,7000.0,545436.0,538436.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Theory of Everything,2015,79.0,"Drama,Romance",2,English,15000000.0,123327692.0,108327692.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Lord of War,2006,73.0,"Crime,Drama,Thriller",3,English,42000000.0,60437727.0,18437727.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Creation,2009,64.0,"Drama,History",2,English,51400000.0,495175070.0,443775070.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dragons: Gift of the Night Fury,2011,71.0,"Animation,Comedy,Adventure,Family",4,English,194000000.0,531710348.6,337710348.6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
What Men Want,2019,62.0,"Comedy,Romance",2,English,20000000.0,69911903.0,49911903.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Midnight Sun,2018,78.0,"Romance,Drama",2,English,2800000.0,26952508.0,24152508.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Experiment,2010,64.0,"Thriller,Drama",2,English,21800000.0,211802400.4,190002400.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
