Revenue,Action,Romance,Science Fiction,Thriller,Family,Crime,Documentary,Drama,Mystery,TV Movie,Music,Adventure,War,Animation,Western,Comedy,Horror,Fantasy,History
1514553486.0,1514553486.0,0.0,0.0,1514553486.0,0.0,1514553486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321834351.0,0.0,0.0,0.0,321834351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321834351.0,0.0,0.0
728537960.0,728537960.0,0.0,728537960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728537960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256887580.0,0.0,0.0,0.0,0.0,1256887580.0,0.0,0.0,0.0,0.0,0.0,0.0,1256887580.0,0.0,1256887580.0,0.0,0.0,0.0,1256887580.0,0.0
5728940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5728940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218613188.0,0.0,0.0,0.0,0.0,218613188.0,0.0,0.0,218613188.0,0.0,0.0,0.0,218613188.0,0.0,218613188.0,0.0,0.0,0.0,0.0,0.0
473122525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473122525.0,473122525.0,0.0
891216824.0,891216824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,891216824.0,0.0,0.0,0.0,0.0,0.0,891216824.0,0.0
936094852.0,0.0,0.0,0.0,0.0,936094852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936094852.0,0.0,0.0,0.0,0.0,0.0
91669648.0,91669648.0,0.0,0.0,0.0,0.0,0.0,0.0,91669648.0,0.0,0.0,0.0,91669648.0,0.0,0.0,0.0,0.0,0.0,0.0,91669648.0
247023808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247023808.0,0.0,0.0,0.0
449326618.0,449326618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449326618.0,0.0,0.0,0.0,0.0,0.0,449326618.0,0.0
1151899586.0,1151899586.0,0.0,1151899586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151899586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633555866.2,633555866.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633555866.2,0.0,633555866.2,0.0,0.0,0.0,0.0,0.0,633555866.2,0.0
676343174.0,676343174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676343174.0,0.0,0.0,0.0,0.0,0.0,676343174.0,0.0
1104054072.0,1104054072.0,0.0,1104054072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104054072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601957369.0,0.0,0.0,0.0,0.0,601957369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601957369.0,0.0,0.0,0.0,0.0,0.0
496783754.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496783754.4,496783754.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731463377.0,0.0,0.0,0.0,0.0,731463377.0,0.0,0.0,0.0,0.0,0.0,0.0,731463377.0,0.0,731463377.0,0.0,731463377.0,0.0,0.0,0.0
794861794.0,794861794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794861794.0,0.0,0.0,0.0,0.0,0.0,794861794.0,0.0
708996336.0,708996336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708996336.0,0.0,0.0,0.0,0.0,0.0,708996336.0,0.0
886686817.0,0.0,0.0,0.0,0.0,886686817.0,0.0,0.0,0.0,0.0,0.0,0.0,886686817.0,0.0,886686817.0,0.0,886686817.0,0.0,0.0,0.0
511358276.0,0.0,0.0,0.0,0.0,511358276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511358276.0,0.0,511358276.0,0.0,0.0,0.0
272222420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272222420.0,0.0,0.0,0.0
230677636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230677636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230677636.0
706102828.0,0.0,706102828.0,0.0,0.0,0.0,0.0,0.0,706102828.0,0.0,0.0,0.0,706102828.0,0.0,0.0,0.0,0.0,0.0,706102828.0,0.0
4873825.0,4873825.0,0.0,0.0,0.0,0.0,0.0,0.0,4873825.0,0.0,0.0,0.0,4873825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786362370.0,786362370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786362370.0,0.0,0.0,0.0,786362370.0,0.0,0.0,0.0
456258539.0,456258539.0,0.0,0.0,456258539.0,0.0,0.0,0.0,456258539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46244066.0,46244066.0,0.0,0.0,0.0,0.0,0.0,0.0,46244066.0,0.0,0.0,0.0,46244066.0,0.0,0.0,0.0,0.0,0.0,0.0,46244066.0
329856760.8,0.0,0.0,0.0,0.0,0.0,0.0,329856760.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217214143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217214143.0,0.0,217214143.0,0.0
428214478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428214478.0,0.0,0.0
864868047.0,864868047.0,0.0,864868047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864868047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585410052.0,0.0,0.0,585410052.0,585410052.0,0.0,0.0,0.0,585410052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625891229.0,0.0,0.0,0.0,0.0,0.0,0.0,625891229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404561724.0,404561724.0,0.0,0.0,0.0,0.0,404561724.0,0.0,0.0,0.0,0.0,0.0,404561724.0,0.0,0.0,0.0,404561724.0,0.0,0.0,0.0
1121386981.0,1121386981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121386981.0,0.0,0.0,0.0,0.0,0.0,1121386981.0,0.0
644602516.0,644602516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644602516.0,0.0,0.0,0.0,0.0,0.0,644602516.0,0.0
38093564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38093564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318146162.0,318146162.0,0.0,318146162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318146162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829747654.0,0.0,829747654.0,0.0,0.0,0.0,0.0,0.0,829747654.0,0.0,0.0,0.0,829747654.0,0.0,0.0,0.0,0.0,0.0,829747654.0,0.0
14929184.0,0.0,0.0,0.0,14929184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14929184.0,0.0,0.0
647396133.0,647396133.0,0.0,647396133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647396133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277200000.0,0.0,0.0,0.0
1006234167.0,1006234167.0,0.0,0.0,1006234167.0,0.0,1006234167.0,0.0,1006234167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73773317.0,0.0,0.0,0.0,0.0,73773317.0,0.0,0.0,73773317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073064540.0,0.0,0.0,0.0,0.0,1073064540.0,0.0,0.0,0.0,0.0,0.0,0.0,1073064540.0,0.0,1073064540.0,0.0,1073064540.0,0.0,1073064540.0,0.0
1215392272.0,1215392272.0,0.0,1215392272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215392272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
