Name,Year,Score,Genre,Language,Budget,Revenue,Profit
Broken City,2013-03-06,59.0,"Thriller,Crime,Drama", English,35000000.0,37114977.0,2114977.0
Siren,2016-12-02,60.0,Horror, English,300000.0,99000630.0,98700630.0
Primal,2019-11-08,57.0,Action, English,9000000.0,146863.0,-8853137.0
Cashback,2007-04-20,70.0,"Drama,Comedy,Romance", English,9490400.0,2294291.0,-7196109.0
Moonlight,2017-01-26,74.0,Drama, English,1500000.0,64895106.0,63395106.0
The Little Vampire,2000-12-05,68.0,"Family,Adventure,Comedy,Fantasy", English,22000000.0,13560782.0,-8439218.0
Ma,2019-06-06,58.0,"Horror,Thriller", English,5000000.0,51749995.0,46749995.0
X+Y,2015-03-13,67.0,Drama, English,75500000.0,509726081.0,434226081.0
Tarzan & Jane,2002-07-22,60.0,"Animation,Family", English,114000000.0,1002554527.0,888554527.0
Cape Fear,1992-01-09,73.0,"Crime,Thriller", English,35000000.0,182291969.0,147291969.0
Werewolf: The Beast Among Us,2012-10-09,60.0,"Drama,Horror,Thriller", English,5000000.0,63615565.6,58615565.6
Acrimony,2018-03-30,68.0,Thriller, English,20000000.0,46627836.0,26627836.0
Curious George 2: Follow That Monkey!,2009-10-27,66.0,"Animation,Family", English,127000000.0,325823441.8,198823441.8
First Daughter,2006-04-26,61.0,"Family,Comedy,Drama,Romance", English,30000000.0,10419084.0,-19580916.0
Moms' Night Out,2014-03-25,56.0,Comedy, English,5000000.0,10429707.0,5429707.0
El padrino: The Latin Godfather,2004-09-27,68.0,"Action,Crime,Drama", English,61400000.0,515295729.6,453895729.6
Don't Let Go,2019-08-30,69.0,"Science Fiction,Thriller,Mystery,Crime", English,5000000.0,5300000.0,300000.0
The 6th Day,2000-12-15,59.0,"Science Fiction,Action,Mystery", English,82000000.0,96024898.0,14024898.0
Ronaldo,2015-11-09,69.0,"History,Documentary", English,94200000.0,339087259.2,244887259.2
The Package,2018-08-10,60.0,Comedy, English,114200000.0,241031716.6,126831716.6
Layer Cake,2005-01-22,69.0,"Drama,Thriller,Crime", English,6500000.0,11745931.0,5245931.0
Playing It Cool,2015-05-08,59.0,"Comedy,Romance", English,24598700.6,1323415.0,-23275285.6
A Night at the Roxbury,1999-05-13,66.0,"Comedy,Music,Romance", English,17000000.0,30331165.0,13331165.0
S.W.A.T.: Firefight,2011-06-01,58.0,"Action,Crime,Thriller", English,8000000.0,50940321.4,42940321.4
Dahmer,2002-06-21,53.0,"Crime,Drama,Thriller", English,250000.0,144008.0,-105992.0
Zookeeper,2011-09-08,54.0,"Comedy,Romance,Family", English,80000000.0,170805525.0,90805525.0
"Dude, Where's My Car?",2001-03-29,55.0,"Comedy,Science Fiction", English,13000000.0,73180297.0,60180297.0
Hanna,2011-07-28,66.0,"Action,Thriller,Adventure", English,30000000.0,65343694.0,35343694.0
Carol,2016-01-14,75.0,"Romance,Drama", English,11800000.0,42354525.0,30554525.0
Pyewacket,2017-11-25,59.0,"Thriller,Horror,Drama", English,82700000.0,421853130.2,339153130.2
Bridget Jones: The Edge of Reason,2004-11-11,63.0,"Comedy,Romance", English,40000000.0,262500000.0,222500000.0
Batman: Assault on Arkham,2014-07-25,74.0,"Thriller,Animation,Action,Crime", English,9171548.0,4571025.0,-4600523.0
Elf,2003-11-27,67.0,"Comedy,Family,Fantasy", English,32000000.0,224912848.0,192912848.0
Mimic,1997-11-27,60.0,"Fantasy,Horror,Thriller,Science Fiction", English,30000000.0,25480490.0,-4519510.0
Crocodile,2000-12-26,53.0,"Horror,Action,Thriller", English,2800000.0,2854225.4,54225.39999999991
The House of Magic,2015-01-22,63.0,"Family,Fantasy,Animation,Adventure", English,34000000.0,64197205.0,30197205.0
Lucky Number Slevin,2006-11-09,75.0,"Drama,Thriller,Crime,Mystery", English,27000000.0,55495466.0,28495466.0
Phone Booth,2003-05-22,68.0,Thriller, English,11000000.0,97837138.0,86837138.0
Rupture,2016-07-15,48.0,"Thriller,Science Fiction", English,104000000.0,886084517.6,782084517.6
Surf's Up 2: WaveMania,2017-01-17,61.0,"Animation,Family,Comedy", English,118000000.0,578887918.4,460887918.4
Last Christmas,2019-11-07,72.0,"Comedy,Romance", English,30000000.0,123428868.0,93428868.0
Fallen,2018-10-17,61.0,"Drama,Fantasy,Romance", English,116200000.0,245045429.2,128845429.19999999
The Collection,2012-09-21,63.0,"Horror,Thriller", English,10000000.0,8890094.0,-1109906.0
"Everything, Everything",2017-10-06,73.0,"Drama,Romance", English,10000000.0,61603136.0,51603136.0
Justice League vs. the Fatal Five,2019-04-24,68.0,"Animation,Action,Science Fiction", English,150600000.0,343946197.6,193346197.60000002
My Bloody Valentine,2009-02-12,55.0,"Mystery,Horror", English,14000000.0,102836002.0,88836002.0
Every Secret Thing,2014-04-20,61.0,"Thriller,Crime,Mystery", English,7200000.0,103536.0,-7096464.0
Moonrise Kingdom,2012-08-30,77.0,"Comedy,Drama,Romance", English,16000000.0,68848446.0,52848446.0
Lego Scooby-Doo!: Haunted Hollywood,2016-05-03,74.0,"Animation,Family,Comedy,Mystery", English,88600000.0,591061101.8,502461101.79999995
Æon Flux,2006-02-23,56.0,"Science Fiction,Action,Thriller", English,62000000.0,53321673.0,-8678327.0
Scorned,1993-07-14,52.0,"Drama,Thriller", English,76340000.0,734884073.8,658544073.8
The Apartment,2004-08-10,82.0,"Comedy,Drama,Romance", English,3000000.0,24599998.0,21599998.0
"Ed, Edd n Eddy's Big Picture Show",2009-11-08,73.0,"Comedy,Animation,Adventure,TV Movie", English,91000000.0,1054685990.0,963685990.0
Omen IV: The Awakening,1991-05-20,51.0,"Horror,Mystery,Thriller", English,136400000.0,533025401.2,396625401.2
Romeo Must Die,2000-10-15,62.0,"Action,Crime,Thriller", English,25000000.0,91036760.0,66036760.0
See No Evil,2006-05-19,54.0,"Horror,Thriller", English,8000000.0,18828036.0,10828036.0
Gnome Alone,2018-10-19,62.0,"Family,Adventure,Animation,Comedy,Fantasy", English,16740000.0,10800715.0,-5939285.0
Father of the Bride,1991-12-26,64.0,"Comedy,Romance", English,20000000.0,89325780.0,69325780.0
Ad Astra,2019-09-19,61.0,"Science Fiction,Drama", English,80000000.0,135406280.0,55406280.0
Stronger,2017-09-22,70.0,Drama, English,30000000.0,8786287.0,-21213713.0
Flowers in the Attic,2014-01-18,66.0,"Drama,Mystery,Thriller,TV Movie", English,65800000.0,394578542.8,328778542.8
The X Files: I Want to Believe,2008-07-24,57.0,"Drama,Mystery,Science Fiction,Thriller", English,30000000.0,69363381.0,39363381.0
Jerry Maguire,1997-03-06,69.0,"Comedy,Drama,Romance", English,50000000.0,273552592.0,223552592.0
Teen Beach 2,2015-06-26,67.0,"TV Movie,Family,Comedy,Fantasy", English,174600000.0,717161745.8,542561745.8
Girl in the Box,2016-09-10,68.0,Drama, English,20.0,154015402.6,154015382.6
The Green Hornet,2011-01-20,56.0,"Action,Crime,Comedy", English,110000000.0,229155503.0,119155503.0
Interstellar: Nolan's Odyssey,2014-11-05,77.0,Documentary, English,62100000.0,534518566.6,472418566.6
The Tree of Life,2011-06-30,67.0,"Drama,Fantasy", English,35000000.0,61721826.0,26721826.0
Spooks: The Greater Good,2015-12-09,61.0,"Thriller,Action", English,7000000.0,1473809.0,-5526191.0
Abduction,2011-09-22,59.0,"Thriller,Action,Mystery", English,35000000.0,86648359.0,51648359.0
The Girl Next Door,2007-10-03,67.0,"Thriller,Crime,Drama,Horror", English,25000000.0,31635150.0,6635150.0
Newness,2017-01-25,61.0,"Romance,Drama", English,10000000.0,205152219.6,195152219.6
Max 2: White House Hero,2017-05-05,71.0,Family, English,170000000.0,383273842.4,213273842.39999998
Captain America,1990-12-14,45.0,"Action,Adventure,Science Fiction,War", English,3000000.0,4396382.8,1396382.7999999998
First Reformed,2018-08-16,70.0,Drama, English,3500000.0,3988612.0,488612.0
Eddie the Eagle,2016-04-21,72.0,"Comedy,Drama,History,Adventure", English,23000000.0,45060480.0,22060480.0
Little Manhattan,2005-09-30,72.0,"Comedy,Romance", English,385373.0,1117920.0,732547.0
Addicted,2014-10-10,58.0,"Drama,Thriller", English,5000000.0,17499242.0,12499242.0
Extinction,2015-08-07,62.0,"Drama,Horror,Science Fiction", English,20000000.0,2360000.0,-17640000.0
Guilty as Sin,1993-06-04,57.0,"Drama,Thriller,Mystery", English,2128009.2,22886222.0,20758212.8
So Undercover,2013-04-10,62.0,"Action,Comedy", English,15000000.0,2500000.0,-12500000.0
Better Watch Out,2016-11-27,67.0,"Comedy,Horror,Thriller", English,50168000.0,176288.0,-49991712.0
Marvel One-Shot: The Consultant,2011-09-13,64.0,"Adventure,Fantasy,Science Fiction,Action", English,500000.0,184077446.8,183577446.8
Secretariat,2010-10-08,74.0,Drama, English,35000000.0,60376247.0,25376247.0
Deep Rising,1998-05-07,62.0,"Adventure,Action,Horror,Science Fiction", English,45000000.0,11203026.0,-33796974.0
Paranoia,2013-10-03,57.0,"Drama,Thriller", English,40000000.0,16340767.0,-23659233.0
The King's Speech,2010-12-23,77.0,"Drama,History", English,15000000.0,414211549.0,399211549.0
Miss Congeniality 2: Armed and Fabulous,2005-03-24,57.0,"Action,Comedy", English,60000000.0,101292343.0,41292343.0
Species: The Awakening,2007-10-17,47.0,"Horror,Science Fiction,Thriller", English,3800000.0,1463596.6,-2336403.4
The Nightingale,2019-08-29,72.0,"Drama,Thriller", English,26848000.0,855756.0,-25992244.0
Eagle Eye,2008-10-17,64.0,"Mystery,Thriller,Action", English,80000000.0,180585259.0,100585259.0
Hell House LLC II: The Abaddon Hotel,2018-09-14,57.0,Horror, English,103600000.0,134150172.6,30550172.599999994
Julia X,2011-09-24,51.0,Horror, English,4000000.0,3515997.6,-484002.3999999999
Invictus,2010-01-21,72.0,"Drama,History", English,60000000.0,124514011.0,64514011.0
I Kill Giants,2018-05-31,62.0,"Fantasy,Drama", English,15100000.0,97611784.2,82511784.2
Hatchet,2006-04-27,58.0,"Comedy,Horror", English,1500000.0,240396.0,-1259604.0
Reign of Fire,2002-10-31,62.0,"Adventure,Action,Fantasy", English,60000000.0,82150183.0,22150183.0
Camp Rock 2: The Final Jam,2010-09-03,63.0,"Comedy,Music,TV Movie", English,100760000.0,572504805.6,471744805.6
Tucker and Dale vs. Evil,2011-07-28,74.0,"Comedy,Horror", English,5000000.0,5224938.0,224938.0
Amy,2015-07-10,76.0,"Documentary,Music", English,25255933.2,8413144.0,-16842789.2
Motherless Brooklyn,2019-10-31,67.0,"Drama,Thriller", English,26000000.0,18477276.0,-7522724.0
Chaos,2006-01-16,63.0,"Drama,Action,Crime", English,30000000.0,7000000.0,-23000000.0
The Grace Card,2011-02-25,73.0,Drama, English,200000.0,2430735.0,2230735.0
Frozen,2010-02-05,60.0,Thriller, English,150000000.0,1256887580.0,1106887580.0
The Furies,2019-11-07,55.0,"Horror,Action,Thriller", English,87700000.0,324752855.2,237052855.2
Donnie Brasco,1997-04-10,75.0,"Crime,Drama,Thriller", English,35000000.0,65303052.0,30303052.0
Flatliners,1990-08-20,65.0,"Drama,Science Fiction,Horror", English,26000000.0,61308153.0,35308153.0
Wolves,2014-11-14,59.0,"Horror,Action", English,18000000.0,94953.0,-17905047.0
Next,2007-08-23,60.0,"Action,Science Fiction,Thriller", English,70000000.0,73591500.0,3591500.0
Kidnapping Mr. Heineken,2015-03-12,60.0,"Drama,Action,Crime,Thriller,Mystery", English,3938800.2,2633527.0,-1305273.2000000002
The Reaping,2007-04-05,57.0,Horror, English,40000000.0,62226214.0,22226214.0
Phineas and Ferb: The Movie: Across the 2nd Dimension,2011-08-29,69.0,"Animation,Comedy,Family,TV Movie,Adventure,Science Fiction", English,113000000.0,424831011.2,311831011.2
Coneheads,1993-09-16,53.0,"Comedy,Science Fiction,Family", English,33000000.0,21274717.0,-11725283.0
Barbie in Princess Power,2017-09-10,62.0,Animation, English,92200000.0,355010205.6,262810205.60000002
The Banana Splits Movie,2019-09-04,67.0,"Horror,Comedy", English,46600000.0,503592601.2,456992601.2
Australia,2008-11-18,66.0,"Adventure,Drama,Romance", English,130000000.0,215080810.0,85080810.0
The Aviator,2005-02-10,72.0,Drama, English,110000000.0,208370892.0,98370892.0
Smokin' Aces,2007-01-15,65.0,"Action,Comedy,Crime,Thriller", English,17000000.0,57263440.0,40263440.0
Beethoven's Big Break,2008-12-26,52.0,"Family,Comedy", English,124600000.0,404605095.8,280005095.8
Land of the Lost,2009-06-11,55.0,"Adventure,Comedy,Science Fiction", English,100000000.0,69548641.0,-30451359.0
Darkness Falls,2003-08-28,55.0,"Thriller,Horror", English,7000000.0,47289758.0,40289758.0
The Curse of Buckout Road,2017-11-24,67.0,Horror, English,60800000.0,470197771.4,409397771.4
The Spectacular Now,2013-12-05,66.0,"Comedy,Drama,Romance", English,2500000.0,6916951.0,4416951.0
Anon,2018-05-04,59.0,Science Fiction, English,20000000.0,198063983.4,178063983.4
Escape from L.A.,1996-10-09,59.0,"Action,Adventure,Science Fiction,Thriller", English,50000000.0,25426861.0,-24573139.0
Blades of Glory,2007-06-21,61.0,Comedy, English,61000000.0,145594548.0,84594548.0
Rock Dog,2017-02-24,62.0,"Adventure,Animation,Comedy,Family,Music", English,60000000.0,24148488.0,-35851512.0
Jackass: The Movie,2002-10-21,63.0,"Comedy,Documentary", English,2000000.0,79282312.0,77282312.0
"My Teacher, My Obsession",2018-06-12,51.0,"Drama,Thriller,TV Movie", English,149000000.0,338539980.8,189539980.8
Pitch Perfect 3,2018-01-01,66.0,"Comedy,Music", English,45000000.0,185736412.0,140736412.0
Zambezia,2012-07-07,60.0,"Comedy,Animation,Adventure,Family", English,20000000.0,34454336.0,14454336.0
Rim of the World,2019-05-24,60.0,"Science Fiction,Adventure,Action,Comedy", English,103800000.0,714096155.4,610296155.4
6 Below: Miracle on the Mountain,2017-10-13,58.0,"Thriller,Drama", English,106000000.0,242414956.4,136414956.4
Ophelia,2018-10-29,72.0,"Drama,Romance,History", English,12000000.0,242115.0,-11757885.0
Lost Highway,1997-03-27,76.0,"Drama,Thriller,Mystery", English,15000000.0,3756869.0,-11243131.0
P.S. I Love You,2007-11-15,72.0,"Drama,Romance", English,30000000.0,156835339.0,126835339.0
A Close Shave,1996-04-10,75.0,"Family,Animation,Comedy", English,206800000.0,449460811.2,242660811.2
Anna Karenina,2013-02-13,67.0,"Drama,Romance", English,49000000.0,71004627.0,22004627.0
George of the Jungle 2,2003-10-21,44.0,"Adventure,Comedy,Family", English,12000000.0,2207949.8,-9792050.2
Batman: Hush,2019-08-12,72.0,"Action,Animation,Crime,Mystery", English,150200000.0,527876612.0,377676612.0
Tom and Jerry's Giant Adventure,2013-08-04,59.0,"Animation,Family", English,146740000.0,367062648.8,220322648.8
Stewie Griffin: The Untold Story,2006-01-25,69.0,"Action,Adventure,Animation,Comedy", English,126300000.0,401345912.0,275045912.0
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016-05-23,61.0,"Action,Adventure,Drama", English,20000000.0,237662040.8,217662040.8
Hard to Kill,1990-05-17,60.0,Action, English,10000000.0,47410000.0,37410000.0
The Quick and the Dead,1995-06-15,65.0,"Western,Action,Thriller", English,32000000.0,18552460.0,-13447540.0
Free Willy 2: The Adventure Home,1995-07-19,59.0,"Family,Adventure,Drama", English,31000000.0,30000000.0,-1000000.0
Beyond the Reach,2015-04-17,59.0,Thriller, English,8500000.0,45895.0,-8454105.0
Free Birds,2014-02-12,59.0,"Animation,Comedy,Family", English,55000000.0,110387072.0,55387072.0
The Tuxedo,2002-12-26,57.0,"Thriller,Action,Comedy,Science Fiction", English,60000000.0,104429625.0,44429625.0
Disaster Movie,2008-10-02,33.0,"Comedy,Science Fiction", English,20000000.0,36720752.0,16720752.0
The Last Sharknado: It's About Time,2018-10-18,46.0,"Science Fiction,Action,Adventure,Comedy,TV Movie", English,3000000.0,4321825.2,1321825.2000000002
The Walking Dead,1995-02-24,68.0,"Drama,War", English,140040000.0,526730825.6,386690825.6
Mirror Mirror,2012-03-29,59.0,"Adventure,Comedy,Family,Fantasy", English,85000000.0,173613482.0,88613482.0
Jingle All the Way,1996-11-21,60.0,"Family,Comedy,Adventure", English,60000000.0,129832389.0,69832389.0
Arctic Predator,2010-08-20,56.0,"Action,Science Fiction,Thriller", English,101000000.0,253160866.8,152160866.8
Turistas,2006-12-01,55.0,"Horror,Thriller", English,10000000.0,14321070.0,4321070.0
Moon,2009-10-08,76.0,"Science Fiction,Drama", English,5000000.0,10676073.0,5676073.0
The Haunted Mansion,2004-03-25,56.0,"Thriller,Fantasy,Comedy,Family,Mystery", English,90000000.0,155750628.0,65750628.0
The Heartbreak Kid,2007-11-22,57.0,"Comedy,Romance", English,60000000.0,127766650.0,67766650.0
Pixie Hollow Bake Off,2012-02-17,71.0,Animation, English,111000000.0,602209262.4,491209262.4
Brawl in Cell Block 99,2017-11-23,70.0,"Action,Crime,Thriller", English,4000000.0,79208.0,-3920792.0
The Whole Truth,2016-10-21,65.0,"Drama,Thriller", English,147400000.0,445526734.8,298126734.8
The Perfect Date,2019-04-12,65.0,"Romance,Comedy", English,81000000.0,383536021.0,302536021.0
The Report,2019-11-14,70.0,"Thriller,Drama", English,8000000.0,242788.0,-7757212.0
Black Mass,2015-09-17,65.0,"Drama,Crime,History", English,53000000.0,98837872.0,45837872.0
Adventures in Babysitting,2016-06-24,74.0,"TV Movie,Comedy,Family", English,9000000.0,82628034.6,73628034.6
Sherlock Gnomes,2018-03-15,56.0,"Animation,Family,Fantasy,Comedy,Adventure,Mystery", English,59000000.0,97459106.0,38459106.0
Superhero Movie,2008-04-10,52.0,"Comedy,Action,Science Fiction", English,35000000.0,73026302.0,38026302.0
Vampires Suck,2010-08-26,42.0,"Horror,Comedy", English,20000000.0,81424988.0,61424988.0
Starstruck,2010-02-14,70.0,"Romance,Comedy,TV Movie,Music", English,79800000.0,891097702.4,811297702.4
Road to Perdition,2002-10-10,74.0,"Crime,Drama,Thriller", English,80000000.0,183354514.0,103354514.0
An Extremely Goofy Movie,2000-11-29,64.0,"Animation,Family,Comedy", English,100400000.0,467304249.6,366904249.6
Traffik,2018-04-20,62.0,"Horror,Thriller", English,4000000.0,9561231.0,5561231.0
Invincible,2006-09-13,70.0,"Drama,History", English,40000000.0,58501127.0,18501127.0
Anchorman: The Legend of Ron Burgundy,2004-10-21,67.0,Comedy, English,25000000.0,89476265.0,64476265.0
Patriot Games,1992-08-13,67.0,"Drama,Action,Thriller,Crime", English,45000000.0,178100000.0,133100000.0
Between Worlds,2018-12-21,51.0,"Action,Mystery,Thriller,Science Fiction", English,97000000.0,496222772.0,399222772.0
Joy Ride 3,2014-06-03,55.0,"Thriller,Horror", English,122400000.0,344127931.8,221727931.8
Rocketman,2019-05-30,73.0,"Music,Drama,History", English,41000000.0,192133784.0,151133784.0
Last Action Hero,1993-09-16,64.0,"Adventure,Fantasy,Action,Comedy,Family", English,85000000.0,137298489.0,52298489.0
Pooh's Heffalump Movie,2005-06-23,68.0,"Family,Animation,Comedy,Fantasy", English,20000000.0,55686944.0,35686944.0
Driven,2001-08-15,52.0,"Action,Drama", English,72000000.0,54616869.0,-17383131.0
Don't Say a Word,2001-11-01,62.0,"Thriller,Mystery", English,50000000.0,100020092.0,50020092.0
John Tucker Must Die,2006-09-07,62.0,"Comedy,Romance", English,18000000.0,68844775.0,50844775.0
Hard Candy,2005-01-14,68.0,"Drama,Thriller", English,950000.0,8267066.0,7317066.0
Monster High: Scaris City of Frights,2013-03-03,77.0,"Animation,Fantasy", English,129000000.0,576291402.0,447291402.0
A Perfect Murder,1998-10-15,65.0,"Crime,Thriller,Drama", English,60000000.0,128038368.0,68038368.0
Maid in Manhattan,2003-03-06,61.0,"Comedy,Drama,Romance", English,55000000.0,163838217.0,108838217.0
The Intruder,2019-05-03,61.0,Thriller, English,8000000.0,40597401.0,32597401.0
Sydney White,2008-09-17,65.0,Comedy, English,16500000.0,13636339.0,-2863661.0
Little Children,2006-10-06,71.0,"Drama,Romance", English,14000000.0,14121177.0,121177.0
The Medallion,2003-08-15,56.0,"Thriller,Fantasy,Action,Comedy", English,41000000.0,22108977.0,-18891023.0
The Replacements,2000-10-07,66.0,Comedy, English,50000000.0,50054511.0,54511.0
Bad Times at the El Royale,2018-10-25,68.0,"Thriller,Drama,Mystery,Crime", English,32000000.0,31178942.0,-821058.0
Home Again,2018-01-24,61.0,"Comedy,Drama,Romance", English,15000000.0,37336874.0,22336874.0
The Quiet,2006-08-25,62.0,"Drama,Thriller", English,900000.0,381420.0,-518580.0
Get Him to the Greek,2010-06-17,60.0,"Adventure,Comedy,Music", English,40000000.0,92994927.0,52994927.0
Cool Runnings,1994-03-03,70.0,"Comedy,Adventure,Drama", English,14000000.0,155008909.0,141008909.0
Bandidas,2007-07-03,60.0,"Action,Comedy,Western,Crime", English,35000000.0,19282590.0,-15717410.0
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2013-01-15,41.0,Comedy, English,3000000.0,2814624.8,-185375.2000000002
Dragonfly,2002-02-22,65.0,"Thriller,Fantasy", English,60000000.0,30317425.0,-29682575.0
Stolen,2012-09-14,54.0,"Action,Crime,Thriller", English,35000000.0,17967746.0,-17032254.0
8MM,1999-04-15,64.0,"Thriller,Crime,Mystery", English,40000000.0,96398826.0,56398826.0
Meet Dave,2008-07-17,53.0,"Comedy,Science Fiction,Adventure,Family", English,60000000.0,50648806.0,-9351194.0
Wonder Woman,2009-03-03,72.0,"Action,Adventure,Animation,Fantasy,Science Fiction", English,150000000.0,817691766.0,667691766.0
The Boondock Saints,2000-01-22,72.0,"Action,Thriller,Crime", English,7000000.0,411874.0,-6588126.0
Dr. Dolittle 2,2001-06-22,53.0,"Comedy,Family,Romance,Fantasy", English,72000000.0,176101721.0,104101721.0
Good People,2015-01-08,55.0,"Thriller,Crime,Action", English,6440000.0,1857574.0,-4582426.0
Monster High: Ghouls Rule,2012-10-09,68.0,"Animation,Family", English,98140000.0,494358731.6,396218731.6
Heathers,1990-04-19,73.0,"Comedy,Crime", English,3000000.0,1108462.0,-1891538.0
The Car: Road to Revenge,2019-01-08,66.0,"Action,Horror,Thriller,Science Fiction", English,129000000.0,391456082.6,262456082.60000002
Allied,2016-11-23,68.0,"Action,Drama,War,Romance,Thriller", English,106000000.0,119266661.0,13266661.0
Drumline,2004-02-12,69.0,"Drama,Romance,Comedy,Music", English,20000000.0,56398875.0,36398875.0
Little Monsters,1990-09-12,58.0,"Adventure,Fantasy,Comedy,Family", English,7000000.0,793775.0,-6206225.0
The Pagemaster,1994-11-23,64.0,"Family,Fantasy,Science Fiction,Animation", English,27000000.0,13670688.0,-13329312.0
Begin Again,2014-06-08,73.0,"Comedy,Music,Romance,Drama", English,8000000.0,67731796.0,59731796.0
Jacob's Ladder,1991-05-23,74.0,"Drama,Mystery,Horror", English,25000000.0,26118851.0,1118851.0
Safe House,2012-02-09,64.0,"Action,Thriller", English,85000000.0,207884401.0,122884401.0
Honey,2004-01-08,63.0,"Music,Drama,Romance", English,18000000.0,62646763.0,44646763.0
It Comes at Night,2017-07-06,58.0,"Drama,Horror,Mystery", English,5000000.0,19720203.0,14720203.0
Valentine's Day,2010-02-11,59.0,"Comedy,Romance", English,52000000.0,217569328.0,165569328.0
What Happens in Vegas,2008-05-08,61.0,"Comedy,Romance", English,35000000.0,219375562.0,184375562.0
The Adjustment Bureau,2011-03-03,67.0,"Science Fiction,Thriller,Romance", English,50200000.0,126931325.0,76731325.0
The Tale of Despereaux,2014-09-04,60.0,"Adventure,Animation,Family", English,60000000.0,90482317.0,30482317.0
Dead Man Walking,1996-02-28,74.0,Drama, English,11000000.0,83088295.0,72088295.0
Masterminds,2016-11-29,57.0,"Action,Comedy,Crime", English,25000000.0,30850666.0,5850666.0
The Book of Henry,2017-11-29,75.0,"Drama,Crime,Thriller", English,10000000.0,4797845.0,-5202155.0
The Dyatlov Pass Incident,2013-08-23,59.0,"Thriller,Mystery", English,8500000.0,5217347.0,-3282653.0
We Bought a Zoo,2011-12-08,68.0,"Drama,Comedy,Family", English,50000000.0,118729073.0,68729073.0
Batman: Gotham Knight,2008-07-03,67.0,"Science Fiction,Animation,Action,Crime,Thriller", English,3500000.0,263990102.2,260490102.2
The Last King of Scotland,2007-02-01,74.0,Drama, English,6000000.0,49155371.0,43155371.0
The NeverEnding Story III,1995-06-29,45.0,"Fantasy,Family", English,17000000.0,9540108.0,-7459892.0
At Eternity's Gate,2018-12-20,69.0,Drama, English,95000000.0,406434252.2,311434252.2
Colossal,2017-04-13,63.0,"Drama,Fantasy,Science Fiction", English,7840689.0,3029287.0,-4811402.0
Highlander III: The Sorcerer,1994-12-15,47.0,"Fantasy,Action", English,26000000.0,36800000.0,10800000.0
Tremors 4: The Legend Begins,2004-01-02,56.0,"Action,Comedy,Horror,Western", English,5000000.0,36660353.6,31660353.6
Kiss the Girls,1997-11-06,65.0,"Thriller,Crime,Mystery,Drama", English,27000000.0,60527873.0,33527873.0
Welcome to the Jungle,2013-04-27,51.0,Comedy, English,3500000.0,7057999.2,3557999.2
The Invention of Lying,2009-11-26,62.0,"Comedy,Fantasy,Romance", English,18500000.0,32714818.0,14214818.0
Sniper,1993-03-10,61.0,"Action,Drama,Thriller", English,11900000.0,18994653.0,7094653.0
Official Secrets,2019-11-21,72.0,"Thriller,History,Drama", English,134200000.0,691553993.8,557353993.8
Stuck in Love,2013-07-05,74.0,"Drama,Comedy", English,765001.4,81071.0,-683930.4
The Sleeping Dictionary,2003-02-18,66.0,"Drama,Romance", English,105200000.0,290912102.0,185712102.0
"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,73.0,Comedy, English,3005792.0,47774193.0,44768401.0
The World's End,2013-08-01,68.0,"Comedy,Action,Science Fiction", English,20000000.0,47124638.0,27124638.0
There Will Be Blood,2008-02-04,81.0,Drama, English,25000000.0,77208672.0,52208672.0
Next Gen,2018-09-07,70.0,"Animation,Action,Adventure,Comedy,Family,Science Fiction", English,22000000.0,283819551.8,261819551.8
Death Warrant,1991-02-21,62.0,"Action,Crime,Thriller", English,4000000.0,16853487.0,12853487.0
The Only Living Boy in New York,2017-10-12,64.0,Drama, English,36345000.0,2550321.0,-33794679.0
LEGO Marvel Super Heroes: Avengers Reassembled!,2015-11-16,66.0,"Family,Animation", English,99800000.0,668859534.0,569059534.0
Monsters,2010-11-25,62.0,"Drama,Thriller,Science Fiction", English,500000.0,5639730.0,5139730.0
12 Feet Deep,2017-06-20,56.0,"Thriller,Horror", English,5342000.0,6158.0,-5335842.0
Three Kings,2000-05-03,66.0,"Action,Comedy,War", English,48000000.0,107752036.0,59752036.0
Kids,1995-07-28,69.0,"Drama,Crime", English,1500000.0,20412216.0,18912216.0
Ronin,1999-02-04,69.0,"Action,Thriller,Crime", English,55000000.0,70692101.0,15692101.0
The Cave,2005-11-24,53.0,"Action,Adventure,Horror,Thriller", English,30000000.0,27147991.0,-2852009.0
Cradle 2 the Grave,2003-03-27,61.0,"Action,Crime,Drama", English,25000000.0,56434942.0,31434942.0
22 July,2018-10-10,71.0,"History,Drama,Thriller,Crime", English,20000000.0,278331290.6,258331290.60000002
Tom and Jerry: The Lost Dragon,2014-07-27,57.0,"Family,Animation,Comedy", English,115000000.0,217542135.6,102542135.6
Paper Towns,2015-07-16,61.0,"Mystery,Drama,Romance", English,12000000.0,85450484.0,73450484.0
Hands of Stone,2016-08-26,63.0,Drama, English,20000000.0,5031975.0,-14968025.0
Northmen: A Viking Saga,2015-04-26,54.0,"Adventure,Action,Drama", English,2640017.8,3005082.0,365064.2000000002
Tetris: From Russia with Love,2004-09-04,65.0,Documentary, English,38600000.0,542233172.2,503633172.20000005
Joy Ride 2: Dead Ahead,2008-10-07,55.0,"Crime,Thriller,Horror", English,5000000.0,48763622.8,43763622.8
