Name,Year,Score,Genre,Language,Budget,Revenue,Profit
"Batman: The Dark Knight Returns, Part 1",2012-08-21,77.0,"Science Fiction,Action,Animation,Mystery", English,3500000.0,57369282.4,53869282.4
The Letters,2015-12-04,59.0,Drama, English,88000000.0,503089616.8,415089616.8
Scooby-Doo 2: Monsters Unleashed,2004-04-01,60.0,"Mystery,Fantasy,Adventure,Comedy", English,25000000.0,180856996.0,155856996.0
The Possession of Hannah Grace,2018-11-30,56.0,"Horror,Drama", English,6000000.0,42873730.0,36873730.0
Fantastic Four,2005-07-07,58.0,"Action,Adventure,Fantasy,Science Fiction", English,87500000.0,333132750.0,245632750.0
Army of Darkness,1993-04-22,73.0,"Fantasy,Horror,Comedy", English,11000000.0,21502976.0,10502976.0
Tomb Raider,2018-03-05,64.0,"Action,Adventure,Fantasy", English,90000000.0,273477501.0,183477501.0
One Day,2011-08-24,74.0,"Drama,Romance", English,15000000.0,59168692.0,44168692.0
Curse of Chucky,2013-10-08,59.0,"Horror,Thriller", English,5000000.0,3800000.0,-1200000.0
Species,1995-08-03,59.0,"Science Fiction,Horror,Action", English,35000000.0,113354449.0,78354449.0
Hellboy,2004-08-19,67.0,"Fantasy,Action", English,60000000.0,99823958.0,39823958.0
Event Horizon,1997-10-09,65.0,"Horror,Science Fiction,Mystery", English,60000000.0,26673954.0,-33326046.0
Scooby-Doo! Curse of the Lake Monster,2011-06-29,62.0,"Mystery,Fantasy,Comedy,Adventure", English,76104000.0,510307974.8,434203974.8
Widows,2019-01-29,65.0,"Crime,Thriller", English,40000000.0,75984700.0,35984700.0
Leprechaun 3,1995-07-05,59.0,"Comedy,Horror", English,166940000.0,321181281.8,154241281.8
Countdown,2019-11-21,63.0,"Horror,Thriller", English,6500000.0,42176201.0,35676201.0
Evan Almighty,2007-12-09,56.0,"Fantasy,Comedy,Family", English,175000000.0,174131329.0,-868671.0
Mr. Peabody & Sherman,2014-03-27,67.0,"Animation,Adventure,Family", English,145000000.0,269806430.0,124806430.0
Passengers,2016-12-29,69.0,"Drama,Romance,Science Fiction", English,110000000.0,302239672.0,192239672.0
The Terminal,2004-06-17,73.0,"Comedy,Drama", English,75000000.0,218673959.0,143673959.0
The Hunchback of Notre Dame II,2002-03-19,54.0,"Animation,Family,Comedy", English,129000000.0,386147462.8,257147462.8
Bad Lieutenant: Port of Call - New Orleans,2009-11-20,61.0,"Drama,Crime", English,25000000.0,10589102.0,-14410898.0
Garfield: A Tail of Two Kitties,2006-09-14,55.0,"Animation,Comedy,Family,Adventure", English,60000000.0,147985373.0,87985373.0
Transporter 3,2009-01-28,61.0,"Action,Adventure,Thriller,Crime", English,40000000.0,112930957.0,72930957.0
Barbie: Spy Squad,2016-03-01,69.0,"Action,Animation,Family", English,171580000.0,545463332.8,373883332.79999995
Regular Show: The Movie,2015-11-28,79.0,"Animation,Comedy,Science Fiction,TV Movie", English,3000000.0,57447844.8,54447844.8
The Bourne Ultimatum,2007-08-17,74.0,"Action,Drama,Mystery,Thriller", English,130000000.0,444043396.0,314043396.0
V for Vendetta,2006-03-30,79.0,"Action,Thriller,Science Fiction", English,50000000.0,130214162.0,80214162.0
AVP: Alien vs. Predator,2004-09-30,59.0,"Adventure,Science Fiction,Action,Horror", English,70000000.0,177427090.0,107427090.0
Pandemic,2016-10-05,49.0,"Action,Science Fiction,Horror", English,136400000.0,856238148.4,719838148.4
Dungeons & Dragons: The Book of Vile Darkness,2012-11-23,43.0,"Adventure,Fantasy,TV Movie", English,12000000.0,1647997.6,-10352002.4
Double Impact,1991-10-23,61.0,"Thriller,Action,Crime,Drama", English,16000000.0,29090445.0,13090445.0
The Greatest Showman,2017-12-26,79.0,Drama, English,84000000.0,430782826.0,346782826.0
Freaky Friday,2003-09-18,64.0,"Comedy,Family,Fantasy", English,26000000.0,160822438.0,134822438.0
RED 2,2013-08-01,65.0,"Action,Comedy,Crime,Thriller", English,84000000.0,141507355.0,57507355.0
Atomic Blonde,2017-08-03,64.0,"Action,Thriller", English,30000000.0,98345423.0,68345423.0
The Last Witch Hunter,2015-10-29,59.0,"Fantasy,Action,Adventure", English,80000000.0,130818912.0,50818912.0
Magic Mike XXL,2015-07-09,62.0,"Comedy,Drama", English,14500000.0,123580421.0,109080421.0
Idiocracy,2007-01-03,63.0,"Comedy,Science Fiction,Adventure", English,2400000.0,500296.0,-1899704.0
Basic Instinct,1992-05-14,69.0,"Thriller,Mystery", English,49000000.0,352927224.0,303927224.0
Infidelity in Suburbia,2017-02-25,64.0,"Thriller,TV Movie", English,51400000.0,286421986.2,235021986.2
Hostel,2006-02-23,59.0,Horror, English,4800000.0,82241110.0,77441110.0
Level 16,2019-03-15,68.0,"Science Fiction,Thriller", English,53740900.0,15575.0,-53725325.0
Leroy & Stitch,2006-06-23,66.0,"Animation,Comedy,Family", English,122000000.0,515729606.2,393729606.2
Space Jam,1996-12-12,68.0,"Family,Animation,Comedy,Science Fiction", English,80000000.0,250180384.0,170180384.0
Polar,2019-01-25,62.0,"Action,Crime,Drama", English,148400000.0,501522732.2,353122732.2
Togo,2019-12-20,82.0,"Adventure,Family", English,117740000.0,762058691.2,644318691.2
Blue Lagoon: The Awakening,2012-06-16,65.0,"Drama,Adventure,Romance,TV Movie", English,139800000.0,608762687.2,468962687.20000005
Donnie Darko,2002-10-16,78.0,"Fantasy,Drama,Mystery", English,4500000.0,7510154.0,3010154.0
mother!,2017-10-12,70.0,"Drama,Horror,Mystery", English,30000000.0,44516999.0,14516999.0
Planes: Fire & Rescue,2014-09-18,61.0,"Animation,Comedy,Adventure,Family", English,50000000.0,151165787.0,101165787.0
The Transporter Refueled,2015-09-03,55.0,"Action,Thriller,Crime", English,22000000.0,69698495.0,47698495.0
Sniper: Ultimate Kill,2017-10-03,65.0,Action, English,80000000.0,380935822.8,300935822.8
Demolition Man,1993-12-02,67.0,"Crime,Action,Science Fiction", English,57000000.0,58055768.0,1055768.0
Unfaithful,2002-07-11,66.0,"Thriller,Drama", English,50000000.0,119114494.0,69114494.0
The Ark,2015-03-30,63.0,"TV Movie,Drama", English,128200000.0,563428871.8,435228871.79999995
The Thing,2011-10-13,62.0,"Horror,Science Fiction,Mystery,Thriller", English,38000000.0,27573078.0,-10426922.0
Jason Bourne,2016-07-28,63.0,"Action,Thriller,Mystery", English,120000000.0,416168316.0,296168316.0
The Hateful Eight,2016-01-08,77.0,"Drama,Mystery,Western", English,62000000.0,151813358.0,89813358.0
Down,2019-02-01,69.0,"Horror,Drama,Thriller", English,1.0,257720413.2,257720412.2
Snatch,2000-11-09,78.0,"Crime,Comedy", English,10000000.0,83593107.0,73593107.0
The Shape of Water,2017-12-15,72.0,"Drama,Fantasy,Romance", English,19500000.0,195790794.0,176290794.0
Lockout,2012-07-12,59.0,"Action,Thriller,Science Fiction", English,20000000.0,33943049.0,13943049.0
A Nightmare on Elm Street,2010-05-20,55.0,"Horror,Mystery,Thriller", English,35000000.0,117729618.0,82729618.0
Ace Ventura: Pet Detective,1994-04-28,65.0,"Comedy,Adventure", English,12000000.0,107217396.0,95217396.0
Enemy at the Gates,2001-07-26,74.0,"Drama,War,History", English,85000000.0,96971293.0,11971293.0
Tooth Fairy,2010-01-14,55.0,"Comedy,Family,Fantasy", English,48000000.0,112610386.0,64610386.0
The League of Extraordinary Gentlemen,2003-10-02,60.0,"Fantasy,Action,Thriller,Science Fiction", English,78000000.0,179265204.0,101265204.0
Clown,2016-06-17,57.0,Horror, English,6100000.0,4381603.0,-1718397.0
Time Trap,2017-05-19,62.0,"Science Fiction,Adventure", English,178400000.0,451435551.0,273035551.0
Deuce Bigalow: European Gigolo,2005-09-22,52.0,Comedy, English,22000000.0,45273464.0,23273464.0
House of the Witch,2017-10-07,47.0,"Horror,TV Movie", English,102600000.0,830215344.6,727615344.6
We Were Soldiers,2002-04-25,71.0,"Action,History,War", English,70000000.0,114658262.0,44658262.0
The Silence,2019-04-10,60.0,"Horror,Drama,Thriller,Fantasy", English,6320000.0,2325977.0,-3994023.0
50 First Dates,2004-03-25,68.0,"Comedy,Romance", English,75000000.0,196320329.0,121320329.0
A Dog's Way Home,2019-02-05,73.0,"Drama,Adventure,Family", English,18000000.0,17643857.0,-356143.0
Rings,2017-05-31,50.0,Horror, English,25000000.0,82917283.0,57917283.0
Barbie: The Princess & The Popstar,2012-09-30,72.0,"Family,Animation", English,139000000.0,306818621.4,167818621.39999998
Hummingbird,2013-10-24,62.0,"Action,Thriller", English,20000000.0,8352885.0,-11647115.0
Logan Lucky,2017-08-17,67.0,"Comedy,Crime,Action,Drama", English,29000000.0,49046121.0,20046121.0
Hot Girls Wanted,2015-05-29,60.0,Documentary, English,81000000.0,345336673.4,264336673.39999998
Doomsday,2008-10-01,60.0,"Action,Thriller,Science Fiction", English,33000000.0,21621188.0,-11378812.0
Frankenweenie,2012-10-25,69.0,"Animation,Comedy,Family", English,39000000.0,81150788.0,42150788.0
2 Guns,2013-10-24,65.0,"Action,Comedy,Crime", English,61000000.0,132493015.0,71493015.0
"I, Tonya",2018-01-25,75.0,Drama, English,11000000.0,53797409.0,42797409.0
Horrible Bosses 2,2014-12-11,62.0,Comedy, English,40000000.0,105945357.0,65945357.0
A Cinderella Story,2010-03-31,65.0,"Comedy,Family,Romance", English,19000000.0,70112484.0,51112484.0
American Beauty,2000-01-26,80.0,Drama, English,15000000.0,356258047.0,341258047.0
Reservoir Dogs,1993-07-30,81.0,"Crime,Thriller", English,1200000.0,2990680.0,1790680.0
Paddington 2,2017-12-21,75.0,"Adventure,Comedy,Family", English,40000000.0,227300000.0,187300000.0
A Knight's Tale,2001-08-23,69.0,"Adventure,Drama,Romance,Action", English,65000000.0,117487473.0,52487473.0
Dora and the Lost City of Gold,2019-09-19,67.0,"Adventure,Comedy,Family,Fantasy", English,49000000.0,120592276.0,71592276.0
High School Musical,2006-06-10,66.0,"Comedy,Drama,Family,Music,Romance,TV Movie", English,4200000.0,5940.0,-4194060.0
Ghost Ship,2002-12-05,59.0,"Horror,Mystery,Thriller", English,20000000.0,68349884.0,48349884.0
EverAfter,1998-10-09,74.0,"Drama,Romance,Comedy", English,26000000.0,65705772.0,39705772.0
Jack Ryan: Shadow Recruit,2014-01-16,61.0,"Action,Drama,Thriller", English,60000000.0,131377412.0,71377412.0
A Time to Kill,1996-08-15,74.0,"Crime,Drama,Thriller", English,40000000.0,152266007.0,112266007.0
Into the Storm,2014-09-03,60.0,"Action,Thriller", English,50000000.0,150429371.0,100429371.0
Stonehearst Asylum,2014-10-24,68.0,"Thriller,Mystery,Horror", English,20770500.6,2478806.0,-18291694.6
Carrie,2013-11-13,60.0,"Drama,Horror", English,30000000.0,82409520.0,52409520.0
Rookie of the Year,1993-12-30,61.0,"Family,Comedy", English,31000000.0,56500758.0,25500758.0
Dominion: Prequel to The Exorcist,2005-05-20,53.0,Horror, English,30000000.0,251495.0,-29748505.0
Horrible Bosses,2011-08-25,66.0,"Comedy,Crime", English,35000000.0,212417601.0,177417601.0
The Mechanic,2011-03-23,65.0,"Action,Thriller,Crime", English,42500000.0,76347393.0,33847393.0
The Adventures of Tintin,2011-12-26,69.0,"Adventure,Animation,Mystery", English,130000000.0,373993951.0,243993951.0
DodgeBall: A True Underdog Story,2004-09-09,63.0,Comedy, English,20000000.0,167722310.0,147722310.0
Greta,2019-02-28,66.0,"Mystery,Thriller,Horror", English,100600000.0,755799553.0,655199553.0
Us,2019-03-28,70.0,"Horror,Thriller,Mystery", English,20000000.0,256022707.0,236022707.0
Leatherface,2017-10-20,55.0,"Horror,Thriller,Mystery", English,2200000.0,1476843.0,-723157.0
Barbie in the Pink Shoes,2017-09-11,68.0,"Animation,Family", English,98140000.0,494358731.6,396218731.6
The Little Prince,2015-07-29,76.0,"Adventure,Animation,Fantasy,Family", English,77500000.0,102028919.0,24528919.0
Into the Wild,2007-09-11,78.0,"Adventure,Drama", English,20000000.0,56822960.0,36822960.0
Tremors,1990-01-19,69.0,"Horror,Comedy,Action,Science Fiction", English,10000000.0,16667391.0,6667391.0
Stuart Little 2,2002-09-19,57.0,"Family,Adventure,Animation,Comedy", English,120000000.0,166000000.0,46000000.0
Herbie Fully Loaded,2005-06-23,57.0,"Comedy,Family,Adventure,Fantasy,Romance", English,50000000.0,144146816.0,94146816.0
Pocahontas II: Journey to a New World,1998-08-04,55.0,"Family,Adventure,Animation,Romance", English,135200000.0,198788188.2,63588188.19999999
John Q,2002-05-02,71.0,"Drama,Thriller,Crime", English,36000000.0,102244770.0,66244770.0
The Perks of Being a Wallflower,2012-11-29,78.0,Drama, English,13000000.0,33069303.0,20069303.0
Tomorrow Never Dies,1998-01-16,63.0,"Adventure,Action,Thriller", English,110000000.0,339504276.0,229504276.0
Hellboy II: The Golden Army,2008-07-29,68.0,"Fantasy,Action", English,82500000.0,160388063.0,77888063.0
American Pie: Revealed,2004-01-02,59.0,"Documentary,Comedy", English,147400000.0,742474776.0,595074776.0
Back to the Future Part III,1990-06-28,75.0,"Adventure,Comedy,Science Fiction", English,40000000.0,244087259.0,204087259.0
Neighbors,2014-05-08,62.0,Comedy, English,18000000.0,270944428.0,252944428.0
Red Sparrow,2018-04-09,65.0,"Mystery,Thriller", English,69000000.0,145951861.0,76951861.0
The Unborn,2009-01-09,52.0,"Horror,Thriller,Mystery", English,16000000.0,78208812.0,62208812.0
Lights Out,2016-07-21,63.0,"Horror,Thriller,Mystery", English,5000000.0,148806510.0,143806510.0
Scary Stories to Tell in the Dark,2019-09-26,65.0,"Horror,Thriller", English,28000000.0,95592669.0,67592669.0
Homefront,2013-11-12,69.0,"Action,Thriller", English,22000000.0,51695362.0,29695362.0
Arthur and the Invisibles,2007-05-07,64.0,"Adventure,Fantasy,Animation,Family", English,86000000.0,107944236.0,21944236.0
The Dictator,2012-05-15,62.0,Comedy, English,65000000.0,180148897.0,115148897.0
The Exorcist III,1990-08-17,62.0,"Horror,Mystery", English,9300000.0,39024251.0,29724251.0
Starship Troopers,1998-02-05,70.0,"Adventure,Action,Thriller,Science Fiction", English,105000000.0,121100000.0,16100000.0
The Rugrats Movie,1998-11-20,62.0,"Family,Animation,Comedy,Adventure", English,28000000.0,140894685.0,112894685.0
Frozen Fever,2015-03-09,68.0,"Animation,Family,Adventure,Comedy", English,90000000.0,416291033.2,326291033.2
Poltergeist,2015-05-21,52.0,Horror, English,35000000.0,95691732.0,60691732.0
Case 39,2009-11-05,63.0,"Horror,Mystery,Thriller", English,27000000.0,28773827.0,1773827.0
A Star Is Born,2018-10-18,75.0,"Music,Drama,Romance", English,36000000.0,433888866.0,397888866.0
The Hallow,2015-11-13,57.0,"Fantasy,Horror", English,110800000.0,522453380.4,411653380.4
Soul Surfer,2011-05-26,70.0,"Family,Drama", English,18000000.0,47135489.0,29135489.0
Dark Shadows,2012-05-10,60.0,"Comedy,Fantasy", English,150000000.0,245564215.0,95564215.0
Red Riding Hood,2011-03-24,60.0,"Fantasy,Thriller,Horror", English,42000000.0,91678442.0,49678442.0
Spider-Man 2,2004-06-30,72.0,"Action,Adventure,Fantasy", English,200000000.0,794697557.0,594697557.0
Casino,1996-03-07,80.0,"Crime,Drama", English,52000000.0,110400000.0,58400000.0
The Sorcerer's Apprentice,2010-09-09,61.0,"Fantasy,Adventure,Action", English,160000000.0,217986320.0,57986320.0
Powder,1996-02-08,69.0,"Drama,Fantasy,Science Fiction,Thriller", English,9500000.0,30862156.0,21362156.0
The Spiderwick Chronicles,2008-03-21,66.0,"Family,Adventure,Fantasy", English,92500000.0,162839667.0,70339667.0
The Descent: Part 2,2010-04-27,59.0,"Adventure,Horror,Thriller", English,6000200.0,7048886.0,1048686.0
The Animal,2001-08-02,51.0,Comedy, English,22000000.0,55762229.0,33762229.0
Charlie's Angels,2000-11-24,58.0,"Action,Adventure,Comedy,Crime,Thriller", English,90000000.0,259736090.0,169736090.0
Cult of Chucky,2017-10-03,58.0,"Horror,Thriller", English,6500000.0,2200000.0,-4300000.0
Primer,2005-08-25,68.0,"Science Fiction,Drama,Thriller", English,7000.0,545436.0,538436.0
The Theory of Everything,2015-01-29,79.0,"Drama,Romance", English,15000000.0,123327692.0,108327692.0
Lord of War,2006-02-02,73.0,"Crime,Drama,Thriller", English,42000000.0,60437727.0,18437727.0
Creation,2009-09-25,64.0,"Drama,History", English,51400000.0,495175070.0,443775070.0
Dragons: Gift of the Night Fury,2011-11-15,71.0,"Animation,Comedy,Adventure,Family", English,194000000.0,531710348.6,337710348.6
What Men Want,2019-02-08,62.0,"Comedy,Romance", English,20000000.0,69911903.0,49911903.0
Midnight Sun,2018-03-23,78.0,"Romance,Drama", English,2800000.0,26952508.0,24152508.0
The Experiment,2010-07-15,64.0,"Thriller,Drama", English,21800000.0,211802400.4,190002400.4
Red Tails,2012-01-20,65.0,"Drama,Action,Adventure,History,War", English,58000000.0,50365498.0,-7634502.0
Halo: Nightfall,2014-02-05,70.0,Science Fiction, English,107400000.0,494285798.8,386885798.8
10 Cloverfield Lane,2016-03-10,70.0,"Thriller,Science Fiction,Drama,Horror", English,15000000.0,108286422.0,93286422.0
CHiPS,2017-03-24,61.0,"Action,Comedy,Crime", English,25000000.0,23190292.0,-1809708.0
The Warrior's Way,2011-01-26,66.0,"Adventure,Fantasy,Action,Western,Thriller", English,42000000.0,8514325.0,-33485675.0
Security,2017-08-04,62.0,"Action,Thriller,Crime", English,15000000.0,163167892.4,148167892.4
Patriots Day,2016-12-12,70.0,"Action,Crime,Drama,History,Thriller", English,40000000.0,52837989.0,12837989.0
Warm Bodies,2013-04-11,64.0,"Horror,Comedy,Romance", English,30000000.0,114834312.0,84834312.0
The Amityville Horror,2005-04-14,61.0,Horror, English,18500000.0,109175673.0,90675673.0
A.I. Artificial Intelligence,2001-09-13,70.0,"Drama,Science Fiction,Adventure", English,100000000.0,235926552.0,135926552.0
Inkheart,2009-04-02,63.0,"Adventure,Family,Fantasy", English,60000000.0,66655938.0,6655938.0
Transformers: Revenge of the Fallen,2009-06-24,62.0,"Science Fiction,Action,Adventure", English,210000000.0,836519699.0,626519699.0
The Last Exorcism Part II,2013-03-01,47.0,"Horror,Thriller", English,4000000.0,25448707.0,21448707.0
Shot Caller,2017-11-30,69.0,"Crime,Drama,Thriller", English,93200000.0,412839541.0,319639541.0
The Dreamers,2003-09-01,72.0,"Drama,Romance", English,15000000.0,15121165.0,121165.0
Source Code,2011-05-05,73.0,"Thriller,Science Fiction,Mystery", English,32000000.0,140428499.0,108428499.0
The Mist,2007-11-21,69.0,"Horror,Science Fiction,Thriller", English,13000000.0,57189408.0,44189408.0
A Christmas Carol,2009-11-05,69.0,"Animation,Family,Drama,Fantasy", English,200000000.0,325286646.0,125286646.0
Air,2015-10-28,49.0,"Science Fiction,Thriller", English,103600000.0,901958484.2,798358484.2
Batman Beyond: Return of the Joker,2000-12-12,73.0,"Animation,Family,Action,Science Fiction", English,84000000.0,402252426.2,318252426.2
Deep Impact,1998-06-18,62.0,"Action,Drama,Science Fiction", English,80000000.0,349464664.0,269464664.0
Fucking Different XXX,2012-02-08,72.0,Drama, English,81200000.0,472749495.2,391549495.2
The Babysitters,2008-05-09,59.0,Drama, English,5838800.0,44852.0,-5793948.0
Bao,2018-06-15,76.0,"Animation,Family,Fantasy", English,121000000.0,681749088.4,560749088.4
Blackhat,2015-05-13,55.0,"Crime,Thriller,Action", English,70000000.0,19665004.0,-50334996.0
Avengers Grimm,2015-03-17,40.0,"Action,Fantasy", English,117000000.0,836011985.4,719011985.4
School of Rock,2004-02-06,71.0,"Comedy,Music,Family", English,20000000.0,131944672.0,111944672.0
Turbo: A Power Rangers Movie,1997-03-27,58.0,"Action,Adventure,Family,Fantasy,Science Fiction", English,10000000.0,9679739.0,-320261.0
Gone in Sixty Seconds,2000-08-06,64.0,"Action,Crime,Thriller", English,90000000.0,237202299.0,147202299.0
Batman Forever,1995-06-29,54.0,"Action,Crime,Fantasy", English,100000000.0,336529144.0,236529144.0
Home Alone 4,2002-11-03,45.0,"Comedy,Family,TV Movie", English,134300000.0,626174185.2,491874185.20000005
Brokeback Mountain,2006-01-26,78.0,"Drama,Romance", English,13900000.0,176980863.0,163080863.0
Get the Gringo,2012-05-24,65.0,"Action,Thriller,Crime,Drama", English,35000000.0,260397333.2,225397333.2
Big Stan,2007-06-06,65.0,Comedy, English,100000000.0,246367071.0,146367071.0
Pitch Perfect 2,2015-05-07,69.0,"Comedy,Music", English,29000000.0,287215196.0,258215196.0
Leprechaun: Back 2 tha Hood,2003-12-30,52.0,"Horror,Comedy", English,131400000.0,484249645.6,352849645.6
Curse of the Blair Witch,1999-07-11,61.0,"Horror,Thriller", English,62600000.0,403958617.0,341358617.0
Paddington,2014-11-24,71.0,"Comedy,Adventure,Family", English,55000000.0,252410984.0,197410984.0
Secretary,2002-09-20,68.0,"Comedy,Drama,Romance", English,4000000.0,9412015.0,5412015.0
Collateral,2004-10-14,72.0,"Drama,Crime,Thriller", English,60000000.0,217602967.0,157602967.0
Remember Me,2010-03-12,71.0,"Drama,Romance", English,16000000.0,56506120.0,40506120.0
Killing Me Softly,2002-06-21,55.0,Thriller, English,25000000.0,7775138.0,-17224862.0
Skyscraper,2018-07-12,63.0,"Action,Thriller", English,125000000.0,304858121.0,179858121.0
Creed,2010-01-01,80.0,Horror, English,37000000.0,173567581.0,136567581.0
The Bodyguard,1993-01-14,67.0,"Thriller,Action,Drama,Music,Romance", English,25000000.0,411006740.0,386006740.0
The Art of Racing in the Rain,2019-09-26,82.0,"Drama,Romance,Comedy", English,18000000.0,33773963.0,15773963.0
42,2013-05-01,71.0,Drama, English,31000000.0,97470701.0,66470701.0
A Few Good Men,1992-12-17,75.0,Drama, English,33000000.0,236500000.0,203500000.0
Lawless,2012-09-03,70.0,"Crime,Drama,Western", English,26000000.0,54393687.0,28393687.0
The Last Survivors,2014-06-12,63.0,"Horror,Thriller,Action", English,113600000.0,368025654.4,254425654.39999998
Johnny English Reborn,2011-10-07,62.0,"Crime,Adventure,Action,Comedy,Thriller", English,45000000.0,164640401.0,119640401.0
Hollow Man,2000-08-24,59.0,"Action,Science Fiction,Thriller", English,90000000.0,191200000.0,101200000.0
Allegiant,2016-04-14,61.0,"Adventure,Science Fiction,Action,Mystery", English,110000000.0,179246868.0,69246868.0
Outcast,2015-02-27,51.0,Action, English,25000000.0,5148503.0,-19851497.0
Kronk's New Groove,2005-11-12,64.0,"Animation,Comedy,Family", English,91940000.0,328581621.4,236641621.39999998
El Camino: A Breaking Bad Movie,2019-10-11,69.0,"Crime,Drama,Thriller,Action", English,156000000.0,591713267.4,435713267.4
The Golden Compass,2007-12-12,60.0,"Adventure,Fantasy", English,205000000.0,367262558.0,162262558.0
The Boy,2016-01-22,59.0,"Horror,Thriller,Mystery", English,10000000.0,68220952.0,58220952.0
Bambi II,2006-05-26,65.0,"Animation,Drama,Family", English,93180000.0,482465307.0,389285307.0
Another Cinderella Story,2009-04-29,68.0,"Comedy,Music", English,5000000.0,291698420.0,286698420.0
The Day the Earth Stood Still,2008-12-17,56.0,"Drama,Science Fiction,Thriller", English,80000000.0,237370350.0,157370350.0
Fantastic Mr. Fox,2010-01-01,78.0,"Adventure,Animation,Comedy,Family", English,40000000.0,46458811.0,6458811.0
Bordello of Blood,1996-08-16,59.0,"Horror,Comedy", English,15000000.0,5600000.0,-9400000.0
Virgin Territory,2007-12-17,45.0,"Adventure,Action,Comedy,Romance", English,38000000.0,5473041.0,-32526959.0
Unforgiven,1993-02-11,79.0,Western, English,14400000.0,159157447.0,144757447.0
The Human Centipede 3 (Final Sequence),2015-06-24,37.0,Horror, English,1470000.0,16184.0,-1453816.0
Primeval,2007-01-12,61.0,"Adventure,Horror", English,16400000.0,10597734.0,-5802266.0
Justice League vs. Teen Titans,2016-03-29,74.0,"Science Fiction,Action,Animation,Adventure,Comedy", English,143200000.0,799137605.2,655937605.2
Mortal Kombat,1995-12-26,58.0,"Action,Fantasy", English,55000000.0,83508259.0,28508259.0
The Scorpion King 3: Battle for Redemption,2012-01-17,45.0,"Action,Adventure,Fantasy,Drama", English,5000000.0,2239756.4,-2760243.6
Step Up All In,2014-08-18,68.0,"Romance,Drama,Music", English,45000000.0,86165646.0,41165646.0
Jason X,2002-04-26,48.0,"Horror,Science Fiction", English,14000000.0,16951798.0,2951798.0
Mighty Morphin Power Rangers: The Movie,1995-06-30,58.0,"Action,Adventure,Science Fiction,Fantasy", English,15000000.0,66400000.0,51400000.0
A Cinderella Story: If the Shoe Fits,2016-08-16,72.0,"Comedy,Family,Fantasy,Music", English,141860000.0,598515843.6,456655843.6
Red Dawn,2012-11-29,57.0,"Action,Thriller", English,65000000.0,48164150.0,-16835850.0
Return to the Blue Lagoon,1991-08-02,63.0,"Adventure,Drama", English,11000000.0,2000000.0,-9000000.0
The Tourist,2010-12-26,62.0,"Action,Thriller,Romance", English,100000000.0,278731369.0,178731369.0
30 Miles from Nowhere,2018-11-24,45.0,"Horror,Comedy", English,120000.0,2264858.8,2144858.8
Cold Pursuit,2019-02-07,57.0,"Action,Crime,Thriller", English,60000000.0,62599159.0,2599159.0
The Killing of a Sacred Deer,2017-11-03,70.0,"Drama,Thriller,Mystery", English,42608000.0,7027336.0,-35580664.0
The Babadook,2014-05-22,65.0,"Drama,Horror", English,2000000.0,7482387.0,5482387.0
Captain Underpants: The First Epic Movie,2017-06-02,62.0,"Action,Animation,Comedy,Family", English,38000000.0,126422949.0,88422949.0
Containment,2015-07-09,60.0,"Thriller,Horror,Science Fiction", English,154400000.0,740028940.6,585628940.6
Crystal Skulls,2014-09-06,50.0,"Adventure,Science Fiction,TV Movie,Horror,Fantasy,Mystery", English,163600000.0,631865869.8,468265869.79999995
Contraband,2012-01-12,63.0,"Thriller,Action,Drama,Crime", English,25000000.0,98406855.0,73406855.0
Remember the Titans,2001-01-25,76.0,Drama, English,30000000.0,136771683.0,106771683.0
The Crow,1994-06-10,75.0,"Fantasy,Action,Thriller", English,23000000.0,50694672.0,27694672.0
Night of the Living Dead,1990-10-19,68.0,"Horror,Thriller", English,4200000.0,5835247.0,1635247.0
Ice Age: The Great Egg-Scapade,2016-03-20,64.0,"Adventure,Animation,Comedy,Family,TV Movie", English,176800000.0,1084895103.0,908095103.0
The Book of Eli,2010-04-15,68.0,"Action,Thriller,Science Fiction", English,80000000.0,158750817.0,78750817.0
Quantum of Solace,2008-10-31,63.0,"Adventure,Action,Thriller,Crime", English,230000000.0,591692078.0,361692078.0
Joseph of Nazareth,2000-03-14,60.0,"Drama,History", English,169900000.0,591824588.0,421924588.0
Bicentennial Man,1999-12-26,72.0,"Science Fiction,Comedy,Drama", English,90000000.0,87420776.0,-2579224.0
Gnomeo & Juliet,2011-02-17,58.0,"Animation,Family", English,36000000.0,189712432.0,153712432.0
Star Trek: Nemesis,2003-02-06,63.0,"Science Fiction,Action,Adventure,Thriller", English,60000000.0,67312826.0,7312826.0
Bound,1997-03-20,72.0,"Drama,Thriller", English,4500000.0,7011317.0,2511317.0
Ocean's Twelve,2004-12-09,66.0,"Thriller,Crime", English,110000000.0,362989076.0,252989076.0
Primal Fear,1996-03-06,76.0,"Crime,Drama,Mystery,Thriller", English,30000000.0,102616183.0,72616183.0
The Foreigner,2017-10-19,69.0,"Action,Thriller", English,35000000.0,145374099.0,110374099.0
Chasing Mavericks,2012-10-26,70.0,Drama, English,20000000.0,8300821.0,-11699179.0
The Three Musketeers,2011-10-14,58.0,"Adventure,Action,Thriller", English,90000000.0,139877913.0,49877913.0
Memento,2000-11-06,82.0,"Mystery,Thriller", English,5000000.0,39719431.0,34719431.0
Notting Hill,1999-06-10,73.0,"Romance,Comedy,Drama", English,42000000.0,363718196.0,321718196.0
Piranha 3DD,2012-06-01,44.0,"Horror,Thriller,Comedy", English,5000000.0,8493728.0,3493728.0
